anno,letti
2002,32595.0
2003,32376.0
2004,32376.0
2005,29807.0
2006,36184.0
2007,38075.0
2008,38297.0
2009,38570.0
2010,38955.0
2011,39040.0
2012,38748.0
2013,39113.0
2014,38640.0
2015,39419.0
2016,40815.0
2017,36072.0
2018,36306.0
2019,37319.0
2020,36600.0
2021,36341.0
2022,37451.0
2023,38452.0
2024,37895.0
