date,presences
2019-01-01,267675.0
2019-02-01,245276.0
2019-03-01,408756.0
2019-04-01,632772.0
2019-05-01,842650.0
2019-06-01,1618923.0
2019-07-01,2278113.0
2019-08-01,1910453.0
2019-09-01,1280911.0
2019-10-01,560663.0
2019-11-01,322574.0
2019-12-01,242839.0
2020-01-01,281246.0
2020-02-01,223779.0
2020-03-01,51041.0
2020-04-01,30642.0
2020-05-01,34060.0
2020-06-01,138656.0
2020-07-01,686633.0
2020-08-01,898289.0
2020-09-01,518964.0
2020-10-01,203818.0
2020-11-01,71415.0
2020-12-01,62082.0
2021-01-01,60257.0
2021-02-01,70727.0
2021-03-01,73103.0
2021-04-01,75186.0
2021-05-01,199739.0
2021-06-01,470916.0
2021-07-01,1339231.0
2021-08-01,1552925.0
2021-09-01,898325.0
2021-10-01,378934.0
2021-11-01,227585.0
2021-12-01,168101.0
2022-01-01,131412.0
2022-02-01,171111.0
2022-03-01,289308.0
2022-04-01,567395.0
2022-05-01,679469.0
2022-06-01,1390085.0
2022-07-01,2208162.0
2022-08-01,1982001.0
2022-09-01,1222342.0
2022-10-01,555372.0
2022-11-01,329725.0
2022-12-01,242850.0
2023-01-01,258703.0
2023-02-01,258438.0
2023-03-01,426343.0
2023-04-01,643889.0
2023-05-01,879571.0
2023-06-01,1408193.0
2023-07-01,2441841.0
2023-08-01,2137519.0
2023-09-01,1368794.0
2023-10-01,643133.0
2023-11-01,349600.0
2023-12-01,271430.0
2024-01-01,288071.0
2024-02-01,302906.0
2024-03-01,515719.0
2024-04-01,677828.0
2024-05-01,1258954.0
2024-06-01,1415129.0
2024-07-01,2606317.0
2024-08-01,2287719.0
2024-09-01,1448112.0
2024-10-01,707222.0
2024-11-01,405340.0
2024-12-01,302310.0
