anno,letti
2002,96243.0
2003,98222.0
2004,100804.0
2005,102663.0
2006,103417.0
2007,103878.0
2008,105202.0
2009,107663.0
2010,108747.0
2011,111552.0
2012,108480.0
2013,106706.0
2014,109739.0
2015,113097.0
2016,110628.0
2017,111314.0
2018,112475.0
2019,114796.0
2020,115320.0
2021,116929.0
2022,118241.0
2023,120713.0
2024,123408.0
