anno,letti
2002,417148.0
2003,436545.0
2004,441091.0
2005,462045.0
2006,475062.0
2007,483463.0
2008,505566.0
2009,509735.0
2010,513583.0
2011,523583.0
2012,525645.0
2013,532774.0
2014,537429.0
2015,548590.0
2016,552913.0
2017,559617.0
2018,569494.0
2019,574790.0
2020,570674.0
2021,578733.0
2022,581163.0
2023,592619.0
2024,617143.0
