anno,area,scopo,notti
2021,ITF5,HOL,2117000
2021,ITF5,HOLL,1780000
2021,ITF5,HOLS,337000
2021,ITF5,TRIP,2221000
2021,ITF6,BUS,98000
2021,ITF6,HOL,8486000
2021,ITF6,HOLL,8140000
2021,ITF6,HOLS,347000
2021,ITF6,TRIP,8585000
2021,ITG1,BUS,1018000
2021,ITG1,HOL,19150000
2021,ITG1,HOLL,17805000
2021,ITG1,HOLS,1345000
2021,ITG1,TRIP,20169000
2021,ITG2,BUS,162000
2021,ITG2,HOL,18045000
2021,ITG2,HOLL,17469000
2021,ITG2,HOLS,576000
2021,ITG2,TRIP,18207000
2022,IT,BUS,9581000
2022,IT,HOL,245795000
2022,IT,HOLL,204658000
2022,IT,HOLS,41136000
2022,IT,TRIP,255376000
2022,ITC1,BUS,324000
2022,ITC1,HOL,8652000
2022,ITC1,HOLL,6077000
2022,ITC1,HOLS,2575000
2022,ITC1,TRIP,8977000
2022,ITC2,HOL,7161000
2022,ITC2,HOLL,6141000
2022,ITC2,HOLS,1021000
2022,ITC2,TRIP,7191000
2022,ITC3,BUS,478000
2022,ITC3,HOL,11612000
2022,ITC3,HOLL,9433000
2022,ITC3,HOLS,2179000
2022,ITC3,TRIP,12090000
2022,ITC4,BUS,1706000
2022,ITC4,HOL,15438000
2022,ITC4,HOLL,10943000
2022,ITC4,HOLS,4495000
2022,ITC4,TRIP,17144000
2022,ITD1,HOL,6408000
2022,ITD1,HOLL,5264000
2022,ITD1,HOLS,1144000
2022,ITD1,TRIP,6537000
2022,ITD2,HOL,7020000
2022,ITD2,HOLL,5464000
2022,ITD2,HOLS,1556000
2022,ITD2,TRIP,7150000
2022,ITD3,BUS,1059000
2022,ITD3,HOL,15946000
2022,ITD3,HOLL,10894000
2022,ITD3,HOLS,5052000
2022,ITD3,TRIP,17005000
2022,ITD4,HOL,5549000
2022,ITD4,HOLL,4849000
2022,ITD4,HOLS,700000
2022,ITD4,TRIP,5586000
2022,ITD5,BUS,949000
2022,ITD5,HOL,25673000
2022,ITD5,HOLL,22233000
2022,ITD5,HOLS,3440000
2022,ITD5,TRIP,26623000
2022,ITE1,BUS,1049000
2022,ITE1,HOL,25208000
2022,ITE1,HOLL,20026000
2022,ITE1,HOLS,5182000
2022,ITE1,TRIP,26257000
2022,ITE2,BUS,25000
2022,ITE2,HOL,3803000
2022,ITE2,HOLL,2816000
2022,ITE2,HOLS,987000
2022,ITE2,TRIP,3828000
2022,ITE3,BUS,757000
2022,ITE3,HOL,7926000
2022,ITE3,HOLL,6837000
2022,ITE3,HOLS,1089000
2022,ITE3,TRIP,8683000
2022,ITE4,BUS,1002000
2022,ITE4,HOL,13838000
2022,ITE4,HOLL,9726000
2022,ITE4,HOLS,4113000
2022,ITE4,TRIP,14840000
2022,ITF1,HOL,6799000
2022,ITF1,HOLL,5766000
2022,ITF1,HOLS,1033000
2022,ITF1,TRIP,6908000
2022,ITF2,HOL,216000
2022,ITF2,HOLL,211000
2022,ITF2,TRIP,333000
2022,ITF3,BUS,469000
2022,ITF3,HOL,17383000
2022,ITF3,HOLL,15325000
2022,ITF3,HOLS,2059000
2022,ITF3,TRIP,17853000
2022,ITF4,BUS,395000
2022,ITF4,HOL,19148000
2022,ITF4,HOLL,17760000
2022,ITF4,HOLS,1388000
2022,ITF4,TRIP,19543000
2022,ITF5,HOL,2353000
2022,ITF5,HOLL,2151000
2022,ITF5,HOLS,202000
2022,ITF5,TRIP,2406000
2022,ITF6,BUS,70000
2022,ITF6,HOL,11107000
2022,ITF6,HOLL,10643000
2022,ITF6,HOLS,463000
2022,ITF6,TRIP,11177000
2022,ITG1,BUS,466000
2022,ITG1,HOL,18402000
2022,ITG1,HOLL,16807000
2022,ITG1,HOLS,1595000
2022,ITG1,TRIP,18868000
2022,ITG2,BUS,228000
2022,ITG2,HOL,16150000
2022,ITG2,HOLL,15291000
2022,ITG2,HOLS,859000
2022,ITG2,TRIP,16378000
2023,IT,BUS,10999000
2023,IT,HOL,224708000
2023,IT,HOLL,188076000
2023,IT,HOLS,36633000
2023,IT,TRIP,235707000
2023,ITC1,BUS,482000
2023,ITC1,HOL,4978000
2023,ITC1,HOLL,3395000
2023,ITC1,HOLS,1583000
2023,ITC1,TRIP,5460000
2023,ITC2,HOL,3920000
2023,ITC2,HOLL,3342000
2023,ITC2,HOLS,579000
2023,ITC2,TRIP,3953000
2023,ITC3,BUS,472000
2023,ITC3,HOL,14889000
2023,ITC3,HOLL,12419000
2023,ITC3,HOLS,2470000
2023,ITC3,TRIP,15361000
2023,ITC4,BUS,1019000
2023,ITC4,HOL,13805000
2023,ITC4,HOLL,10083000
2023,ITC4,HOLS,3722000
2023,ITC4,TRIP,14824000
2023,ITD1,HOL,5375000
2023,ITD1,HOLL,4554000
2023,ITD1,HOLS,821000
2023,ITD1,TRIP,5495000
2023,ITD2,BUS,182000
2023,ITD2,HOL,7399000
2023,ITD2,HOLL,6384000
2023,ITD2,HOLS,1016000
2023,ITD2,TRIP,7581000
2023,ITD3,BUS,670000
2023,ITD3,HOL,14173000
2023,ITD3,HOLL,10237000
2023,ITD3,HOLS,3936000
2023,ITD3,TRIP,14842000
2023,ITD4,BUS,202000
2023,ITD4,HOL,4367000
2023,ITD4,HOLL,3653000
2023,ITD4,HOLS,714000
2023,ITD4,TRIP,4569000
2023,ITD5,BUS,958000
2023,ITD5,HOL,19640000
2023,ITD5,HOLL,15229000
2023,ITD5,HOLS,4411000
2023,ITD5,TRIP,20598000
2023,ITE1,BUS,1138000
2023,ITE1,HOL,23645000
2023,ITE1,HOLL,18887000
2023,ITE1,HOLS,4758000
2023,ITE1,TRIP,24783000
2023,ITE2,BUS,415000
2023,ITE2,HOL,2336000
2023,ITE2,HOLL,742000
2023,ITE2,HOLS,1594000
2023,ITE2,TRIP,2751000
2023,ITE3,BUS,208000
2023,ITE3,HOL,4735000
2023,ITE3,HOLL,4139000
2023,ITE3,HOLS,596000
2023,ITE3,TRIP,4943000
2023,ITE4,BUS,3262000
2023,ITE4,HOL,11656000
2023,ITE4,HOLL,8575000
2023,ITE4,HOLS,3081000
2023,ITE4,TRIP,14919000
2023,ITF1,BUS,120000
2023,ITF1,HOL,7885000
2023,ITF1,HOLL,7326000
2023,ITF1,HOLS,560000
2023,ITF1,TRIP,8005000
2023,ITF2,BUS,0
2023,ITF2,HOL,219000
2023,ITF2,HOLL,216000
2023,ITF2,TRIP,219000
2023,ITF3,BUS,429000
2023,ITF3,HOL,17797000
2023,ITF3,HOLL,15041000
2023,ITF3,HOLS,2755000
2023,ITF3,TRIP,18226000
2023,ITF4,BUS,591000
2023,ITF4,HOL,13932000
2023,ITF4,HOLL,12511000
2023,ITF4,HOLS,1421000
2023,ITF4,TRIP,14523000
2023,ITF5,HOL,4036000
2023,ITF5,HOLL,3562000
2023,ITF5,HOLS,474000
2023,ITF5,TRIP,4180000
2023,ITF6,HOL,16102000
2023,ITF6,HOLL,15499000
2023,ITF6,HOLS,603000
2023,ITF6,TRIP,16245000
2023,ITG1,BUS,354000
2023,ITG1,HOL,15439000
2023,ITG1,HOLL,14440000
2023,ITG1,HOLS,999000
2023,ITG1,TRIP,15793000
2023,ITG2,HOL,18380000
2023,ITG2,HOLL,17842000
2023,ITG2,HOLS,538000
2023,ITG2,TRIP,18438000
2024,IT,BUS,8999000
2024,IT,HOL,218350000
2024,IT,HOLL,185790000
2024,IT,HOLS,32560000
2024,IT,TRIP,227349000
2024,ITC1,BUS,377000
2024,ITC1,HOL,4789000
2024,ITC1,HOLL,3285000
2024,ITC1,HOLS,1504000
2024,ITC1,TRIP,5166000
2024,ITC2,BUS,0
2024,ITC2,HOL,4809000
2024,ITC2,HOLL,4424000
2024,ITC2,HOLS,385000
2024,ITC2,TRIP,4809000
2024,ITC3,BUS,120000
2024,ITC3,HOL,14186000
2024,ITC3,HOLL,12368000
2024,ITC3,HOLS,1819000
2024,ITC3,TRIP,14307000
2024,ITC4,BUS,910000
2024,ITC4,HOL,12043000
2024,ITC4,HOLL,8433000
2024,ITC4,HOLS,3610000
2024,ITC4,TRIP,12952000
2024,ITD1,HOL,5539000
2024,ITD1,HOLL,4638000
2024,ITD1,HOLS,902000
2024,ITD1,TRIP,5616000
2024,ITD2,BUS,46000
2024,ITD2,HOL,10548000
2024,ITD2,HOLL,9523000
2024,ITD2,HOLS,1025000
2024,ITD2,TRIP,10594000
2024,ITD3,BUS,653000
2024,ITD3,HOL,12569000
2024,ITD3,HOLL,9399000
2024,ITD3,HOLS,3170000
2024,ITD3,TRIP,13222000
2024,ITD4,BUS,118000
2024,ITD4,HOL,3318000
2024,ITD4,HOLL,2848000
2024,ITD4,HOLS,470000
2024,ITD4,TRIP,3436000
2024,ITD5,BUS,964000
2024,ITD5,HOL,20590000
2024,ITD5,HOLL,16685000
2024,ITD5,HOLS,3905000
2024,ITD5,TRIP,21554000
2024,ITE1,BUS,849000
2024,ITE1,HOL,22652000
2024,ITE1,HOLL,18650000
2024,ITE1,HOLS,4001000
2024,ITE1,TRIP,23500000
2024,ITE2,BUS,250000
2024,ITE2,HOL,2067000
2024,ITE2,HOLL,805000
2024,ITE2,HOLS,1262000
2024,ITE2,TRIP,2318000
2024,ITE3,BUS,170000
2024,ITE3,HOL,4652000
2024,ITE3,HOLL,3965000
2024,ITE3,HOLS,687000
2024,ITE3,TRIP,4823000
2024,ITE4,BUS,3234000
2024,ITE4,HOL,10311000
2024,ITE4,HOLL,7959000
2024,ITE4,HOLS,2352000
2024,ITE4,TRIP,13545000
2024,ITF1,BUS,45000
2024,ITF1,HOL,8243000
2024,ITF1,HOLL,7533000
2024,ITF1,HOLS,709000
2024,ITF1,TRIP,8287000
2024,ITF2,BUS,0
2024,ITF2,HOL,169000
2024,ITF2,HOLL,169000
2024,ITF2,HOLS,0
2024,ITF2,TRIP,169000
2024,ITF3,BUS,171000
2024,ITF3,HOL,16818000
2024,ITF3,HOLL,13687000
2024,ITF3,HOLS,3131000
2024,ITF3,TRIP,16989000
2024,ITF4,BUS,606000
2024,ITF4,HOL,13993000
2024,ITF4,HOLL,12550000
2024,ITF4,HOLS,1442000
2024,ITF4,TRIP,14599000
2024,ITF5,BUS,0
2024,ITF5,HOL,3944000
2024,ITF5,HOLL,3459000
2024,ITF5,HOLS,485000
2024,ITF5,TRIP,3944000
2024,ITF6,HOL,15969000
2024,ITF6,HOLL,15509000
2024,ITF6,HOLS,460000
2024,ITF6,TRIP,16176000
2024,ITG1,BUS,118000
2024,ITG1,HOL,13280000
2024,ITG1,HOLL,12428000
2024,ITG1,HOLS,851000
2024,ITG1,TRIP,13398000
2024,ITG2,HOL,17861000
2024,ITG2,HOLL,17472000
2024,ITG2,HOLS,389000
2024,ITG2,TRIP,17946000
2025,IT,BUS,8922000
2025,IT,HOL,240574000
2025,IT,HOLL,208106000
2025,IT,HOLS,32467000
2025,IT,TRIP,249496000
2025,ITC1,BUS,120000
2025,ITC1,HOL,4553000
2025,ITC1,HOLL,2961000
2025,ITC1,HOLS,1592000
2025,ITC1,TRIP,4673000
2025,ITC2,BUS,0
2025,ITC2,HOL,4323000
2025,ITC2,HOLL,4069000
2025,ITC2,HOLS,253000
2025,ITC2,TRIP,4323000
2025,ITC3,HOL,14366000
2025,ITC3,HOLL,13033000
2025,ITC3,HOLS,1333000
2025,ITC3,TRIP,14377000
2025,ITC4,BUS,1742000
2025,ITC4,HOL,14996000
2025,ITC4,HOLL,11432000
2025,ITC4,HOLS,3564000
2025,ITC4,TRIP,16738000
2025,ITD1,BUS,0
2025,ITD1,HOL,5156000
2025,ITD1,HOLL,4502000
2025,ITD1,HOLS,654000
2025,ITD1,TRIP,5156000
2025,ITD2,HOL,6152000
2025,ITD2,HOLL,4319000
2025,ITD2,HOLS,1833000
2025,ITD2,TRIP,6273000
2025,ITD3,BUS,800000
2025,ITD3,HOL,19943000
2025,ITD3,HOLL,16721000
2025,ITD3,HOLS,3223000
2025,ITD3,TRIP,20743000
2025,ITD4,HOL,6363000
2025,ITD4,HOLL,5475000
2025,ITD4,HOLS,887000
2025,ITD4,TRIP,6458000
2025,ITD5,BUS,756000
2025,ITD5,HOL,22446000
2025,ITD5,HOLL,17526000
2025,ITD5,HOLS,4920000
2025,ITD5,TRIP,23201000
2025,ITE1,BUS,1029000
2025,ITE1,HOL,25297000
2025,ITE1,HOLL,22681000
2025,ITE1,HOLS,2616000
2025,ITE1,TRIP,26326000
2025,ITE2,HOL,2224000
2025,ITE2,HOLL,621000
2025,ITE2,HOLS,1602000
2025,ITE2,TRIP,2342000
2025,ITE3,HOL,7777000
2025,ITE3,HOLL,6997000
2025,ITE3,HOLS,780000
2025,ITE3,TRIP,7832000
2025,ITE4,BUS,1799000
2025,ITE4,HOL,9664000
2025,ITE4,HOLL,6649000
2025,ITE4,HOLS,3016000
2025,ITE4,TRIP,11464000
2025,ITF1,HOL,5893000
2025,ITF1,HOLL,4548000
2025,ITF1,HOLS,1346000
2025,ITF1,TRIP,5988000
2025,ITF2,BUS,0
2025,ITF2,HOL,271000
2025,ITF2,HOLL,243000
2025,ITF2,TRIP,271000
2025,ITF3,BUS,243000
2025,ITF3,HOL,12257000
2025,ITF3,HOLL,10857000
2025,ITF3,HOLS,1400000
2025,ITF3,TRIP,12500000
2025,ITF4,HOL,24934000
2025,ITF4,HOLL,24196000
2025,ITF4,HOLS,737000
2025,ITF4,TRIP,24986000
2025,ITF5,HOL,4196000
2025,ITF5,HOLL,4035000
2025,ITF5,HOLS,161000
2025,ITF5,TRIP,4204000
2025,ITF6,HOL,10112000
2025,ITF6,HOLL,9967000
2025,ITF6,HOLS,145000
2025,ITF6,TRIP,10188000
2025,ITG1,BUS,1134000
2025,ITG1,HOL,20934000
2025,ITG1,HOLL,20064000
2025,ITG1,HOLS,870000
2025,ITG1,TRIP,22067000
2025,ITG2,BUS,669000
2025,ITG2,HOL,18717000
2025,ITG2,HOLL,17211000
2025,ITG2,HOLS,1506000
2025,ITG2,TRIP,19386000
