anno,letti
2002,66369.0
2003,69595.0
2004,73480.0
2005,76809.0
2006,79886.0
2007,82628.0
2008,84795.0
2009,86794.0
2010,87827.0
2011,88477.0
2012,89479.0
2013,88523.0
2014,88337.0
2015,88887.0
2016,88669.0
2017,88544.0
2018,89518.0
2019,88349.0
2020,87555.0
2021,87961.0
2022,85656.0
2023,86991.0
2024,90364.0
