anno,letti
2002,168197.0
2003,171697.0
2004,175873.0
2005,178117.0
2006,184346.0
2007,188867.0
2008,185755.0
2009,198234.0
2010,199200.0
2011,212044.0
2012,216630.0
2013,204046.0
2014,193004.0
2015,200585.0
2016,201313.0
2017,232592.0
2018,211215.0
2019,225166.0
2020,225282.0
2021,228560.0
2022,233492.0
2023,240924.0
2024,248878.0
