anno,sigla_provincia,comune,cod_istat,ambito,arrivi_italiani,arrivi_stranieri,presenze_italiane,presenze_straniere
2020,PI,Crespina Lorenzana,50041,Terre di Pisa,965,606,5762,4489
2020,PI,Fauglia e Orciano Pisano,50014+50023,Terre di Pisa,1306,576,6293,4443
2020,PI,Guardistallo,50015,Costa degli Etruschi,2353,1498,17587,12380
2020,PI,Lajatico,50016,Terre di Pisa,1273,737,5609,5104
2020,PI,Montecatini Val di Cecina,50019,Terre di Valdelsa e dellEtruria Volterrana,6053,1777,18095,11312
2020,PI,Montescudaio,50020,Costa degli Etruschi,1863,763,9332,6345
2020,PI,Monteverdi Marittimo,50021,Terre di Valdelsa e dellEtruria Volterrana,2468,470,7863,2676
2020,PI,Montopoli in Val d'Arno,50022,Terre di Pisa,1972,1124,8490,6771
2020,PI,Palaia,50024,Terre di Pisa,2316,3022,20194,30608
2020,PI,Peccioli,50025,Terre di Pisa,1895,1638,7295,12927
2020,PI,Pisa,50026,Terre di Pisa,161094,106448,641497,231422
2020,PI,Pomarance,50027,Terre di Valdelsa e dellEtruria Volterrana,5208,2655,21518,17427
2020,PI,Ponsacco,50028,Terre di Pisa,3056,518,6573,2944
2020,PI,Pontedera,50029,Terre di Pisa,7531,2546,15649,6092
2020,PI,Riparbella,50030,Costa degli Etruschi,7170,2485,30138,19348
2020,PI,San Giuliano Terme,50031,Terre di Pisa,13852,6089,284295,63870
2020,PI,San Miniato,50032,Terre di Pisa,7786,2257,17462,8060
2020,PI,Santa Croce sull'Arno,50033,Terre di Pisa,152,35,588,183
2020,PI,Santa Luce,50034,Costa degli Etruschi,2959,591,10732,3840
2020,PI,Santa Maria a Monte,50035,Terre di Pisa,1510,476,4071,725
2020,PI,Terricciola,50036,Terre di Pisa,1259,1398,5631,9258
2020,PI,Vecchiano,50037,Terre di Pisa,3537,2074,8367,4203
2020,PI,Vicopisano,50038,Terre di Pisa,509,154,3506,608
2020,PI,Volterra,50039,Terre di Valdelsa e dellEtruria Volterrana,28068,7961,66818,42007
2020,PO,Cantagallo,100001,Area Pratese,329,31,971,208
2020,PO,Carmignano,100002,Area Pratese,4771,2383,11517,9585
2020,PO,Montemurlo,100003,Area Pratese,414,244,2374,954
2020,PO,Poggio a Caiano,100004,Area Pratese,2132,2004,5603,3591
2020,PO,Prato,100005,Area Pratese,46142,27262,114188,61627
2020,PO,Vaiano,100006,Area Pratese,702,241,1921,1289
2020,PO,Vernio,100007,Area Pratese,1047,38,6195,180
2020,PT,Abetone Cutigliano,47023,Pistoia e Montagna Pistoiese,23306,1099,61359,3542
2020,PT,Agliana,47002,Pistoia e Montagna Pistoiese,1357,68,3363,175
2020,PT,Buggiano,47003,Valdinievole,860,946,3744,3653
2020,PT,Chiesina Uzzanese e Ponte Buggianese,47022+47016,Valdinievole,18713,646,25021,1307
2020,PT,Lamporecchio,47005,Valdinievole,4786,4313,13831,24319
2020,PT,Larciano,47006,Valdinievole,3081,751,7685,4185
2020,PT,Marliana,47007,Pistoia e Montagna Pistoiese,821,480,2397,2022
2020,PT,Massa e Cozzile,47008,Valdinievole,344,187,1104,1008
2020,PT,Monsummano Terme,47009,Valdinievole,3047,829,7851,4318
2020,PT,Montale,47010,Pistoia e Montagna Pistoiese,1323,136,3001,387
2020,PT,Montecatini Terme,47011,Valdinievole,76178,33180,209018,99379
2020,PT,Pescia,47012,Valdinievole,3788,1234,10293,7067
2020,PT,Pieve a Nievole,47013,Valdinievole,182,71,1624,531
2020,PT,Pistoia,47014,Pistoia e Montagna Pistoiese,24569,7970,58078,23554
2020,PT,Quarrata,47017,Pistoia e Montagna Pistoiese,1949,654,6562,2416
2020,PT,Sambuca Pistoiese,47018,Pistoia e Montagna Pistoiese,140,13,463,34
2020,PT,San Marcello Piteglio,47024,Pistoia e Montagna Pistoiese,6594,466,31989,2787
2020,PT,Serravalle Pistoiese,47020,Pistoia e Montagna Pistoiese,9049,1562,30450,6940
2020,PT,Uzzano,47021,Valdinievole,395,147,1603,844
2020,SI,Abbadia San Salvatore,52001,Amiata,13305,515,39657,1144
2020,SI,Asciano,52002,Terre di Siena,14046,4382,38224,19748
2020,SI,Buonconvento,52003,Terre di Siena,4216,1371,14382,7798
2020,SI,Casole d'Elsa,52004,Terre di Valdelsa e dellEtruria Volterrana,3176,3503,17066,23506
2020,SI,Castellina in Chianti,52005,Chianti,10368,8957,28846,42711
2020,SI,Castelnuovo Berardenga,52006,Chianti,14494,8357,40089,30330
2020,SI,Castiglione d'Orcia,52007,Val d'Orcia,8298,1854,22080,7164
2020,SI,Cetona,52008,Val di Chiana Senese,1487,565,6448,3307
2020,SI,Chianciano Terme,52009,Val di Chiana Senese,73199,8560,188218,18103
2020,SI,Chiusdino,52010,Terre di Siena,5885,4017,22192,28995
2020,SI,Chiusi,52011,Val di Chiana Senese,11940,2233,22499,5211
2020,SI,Colle di Val d'Elsa,52012,Terre di Valdelsa e dellEtruria Volterrana,16522,4017,41312,14417
2020,SI,Gaiole in Chianti,52013,Chianti,7262,4308,17884,18324
2020,SI,Montalcino,52037,Val d'Orcia,24696,7955,57573,28139
2020,SI,Montepulciano,52015,Val di Chiana Senese,39057,12288,89285,37222
2020,SI,Monteriggioni,52016,Terre di Valdelsa e dellEtruria Volterrana,24898,7244,52460,25265
2020,SI,Monteroni d'Arbia,52017,Terre di Siena,5560,1558,18500,9744
2020,SI,Monticiano,52018,Terre di Siena,2127,829,6335,3605
2020,SI,Murlo,52019,Terre di Siena,7226,3346,19653,14016
2020,SI,Piancastagnaio,52020,Amiata,1616,71,4024,216
2020,SI,Pienza,52021,Val d'Orcia,24069,7214,57156,22763
2020,SI,Poggibonsi,52022,Terre di Valdelsa e dellEtruria Volterrana,15289,4700,39234,19878
2020,SI,Radda in Chianti,52023,Chianti,9081,4044,20120,16964
2020,SI,Radicofani,52024,Val d'Orcia,3481,545,9846,2015
2020,SI,Radicondoli,52025,Terre di Valdelsa e dellEtruria Volterrana,1084,966,6074,7164
2020,SI,Rapolano Terme,52026,Terre di Siena,22499,1969,53233,8253
2020,SI,San Casciano dei Bagni,52027,Val di Chiana Senese,8803,1428,29071,8287
2020,SI,San Gimignano,52028,Terre di Valdelsa e dellEtruria Volterrana,65791,32189,144016,94775
2020,SI,San Quirico d'Orcia,52030,Val d'Orcia,37550,5377,88318,18603
2020,SI,Sarteano,52031,Val di Chiana Senese,6698,2407,25114,13997
2020,SI,Siena,52032,Terre di Siena,141268,59594,324979,127242
2020,SI,Sinalunga,52033,Val di Chiana Senese,8799,2257,21871,9376
2020,SI,Sovicille,52034,Terre di Siena,9249,3873,29201,20403
2020,SI,Torrita di Siena,52035,Val di Chiana Senese,3821,1809,9809,7380
2020,SI,Trequanda,52036,Val di Chiana Senese,8050,2464,22488,8816
2021,AR,Anghiari,51001,Valtiberina Toscana,4483,1326,10146,7019
2021,AR,Arezzo,51002,Arezzo,128409,27940,244971,86075
2021,AR,Badia Tedalda,51003,Valtiberina Toscana,879,44,4457,219
2021,AR,Bibbiena,51004,Casentino,5165,1317,15692,8865
2021,AR,Bucine,51005,Valdarno Aretino,4578,7754,16104,50749
2021,AR,Capolona,51006,Arezzo,575,926,1721,6893
2021,AR,Caprese Michelangelo,51007,Valtiberina Toscana,864,296,2046,1594
2021,AR,Castel Focognano,51008,Casentino,33,260,103,2090
2021,AR,Castel San Niccolï¿½,51010,Casentino,112,166,195,1777
2021,AR,Castelfranco Piandiscï¿½,51040,Valdarno Aretino,979,819,3653,5636
2021,AR,Castiglion Fibocchi,51011,Arezzo,486,438,1120,2262
2021,AR,Castiglion Fiorentino,51012,Val di Chiana Aretina,14177,6568,31870,30957
2021,AR,Cavriglia,51013,Valdarno Aretino,9768,8451,33388,53541
2021,AR,Chitignano,51014,Casentino,364,54,1083,301
2021,AR,Chiusi della Verna,51015,Casentino,7122,1273,15190,2425
2021,AR,Civitella in Val di Chiana,51016,Val di Chiana Aretina,5108,1669,13408,8826
2021,AR,Cortona,51017,Val di Chiana Aretina,20693,14594,50482,77572
2021,AR,Foiano della Chiana,51018,Val di Chiana Aretina,4780,1643,8548,7011
2021,AR,Laterina Pergine Valdarno,51042,Valdarno Aretino,7342,2936,18696,18737
2021,AR,Loro Ciuffenna,51020,Valdarno Aretino,3098,4721,9366,22683
2021,AR,Lucignano,51021,Val di Chiana Aretina,1701,1094,4545,7636
2021,AR,Marciano della Chiana,51022,Val di Chiana Aretina,263,106,795,706
2021,AR,Monte San Savino,51025,Val di Chiana Aretina,7851,2737,21062,12639
2021,AR,Montemignaio,51023,Casentino,485,359,8767,1488
2021,AR,Monterchi,51024,Valtiberina Toscana,102,167,638,1226
2021,AR,Montevarchi,51026,Valdarno Aretino,12876,3835,25753,12917
2021,AR,Ortignano Raggiolo,51027,Casentino,475,429,1596,3331
2021,AR,Pieve Santo Stefano,51030,Valtiberina Toscana,6582,1209,19099,3438
2021,AR,Poppi,51031,Casentino,19881,3665,45464,18079
2021,AR,Pratovecchio Stia,51041,Casentino,2997,775,9002,4906
2021,AR,San Giovanni Valdarno,51033,Valdarno Aretino,1274,562,6638,3096
2021,AR,Sansepolcro,51034,Valtiberina Toscana,16550,2816,42733,11821
2021,AR,Sestino,51035,Valtiberina Toscana,125,40,366,231
2021,AR,Subbiano,51037,Casentino,3360,910,6501,9576
2021,AR,Talla,51038,Casentino,848,117,2396,778
2021,AR,Terranuova Bracciolini,51039,Valdarno Aretino,12857,3106,41200,11411
2021,FI,Bagno a Ripoli,48001,Firenze e Area Fiorentina,14819,10658,36096,32777
2021,FI,Barberino Tavarnelle,48054,Chianti,20012,22259,49004,108220
2021,FI,Barberino di Mugello,48002,Mugello,26004,7222,60802,15929
2021,FI,Borgo San Lorenzo,48004,Mugello,12689,6212,24373,22382
2021,FI,Calenzano,48005,Firenze e Area Fiorentina,44229,10767,115653,22205
2021,FI,Campi Bisenzio,48006,Firenze e Area Fiorentina,23094,7127,42464,15078
2021,FI,Capraia e Limite,48008,Empolese Valdelsa e Montalbano,2217,1817,12894,7399
2021,FI,Castelfiorentino,48010,Empolese Valdelsa e Montalbano,3124,2169,9873,12846
2021,FI,Cerreto Guidi,48011,Empolese Valdelsa e Montalbano,2523,2598,9849,12122
2021,FI,Certaldo,48012,Empolese Valdelsa e Montalbano,8268,8911,22957,34230
2021,FI,Dicomano,48013,Mugello,1043,939,4451,5859
2021,FI,Empoli,48014,Empolese Valdelsa e Montalbano,7312,1261,22514,4309
2021,FI,Fiesole,48015,Firenze e Area Fiorentina,16159,17931,35907,50998
2021,FI,Figline e Incisa Valdarno,48052,Firenze e Area Fiorentina,24697,21458,60203,151656
2021,FI,Firenze,48017,Firenze e Area Fiorentina,716453,705419,1411029,1741025
2021,FI,Firenzuola,48018,Mugello,4005,1149,7902,3295
2021,FI,Fucecchio,48019,Empolese Valdelsa e Montalbano,937,989,3360,6031
2021,FI,Gambassi Terme,48020,Empolese Valdelsa e Montalbano,5746,5616,11624,31007
2021,FI,Greve in Chianti,48021,Chianti,11678,20434,27528,79565
2021,FI,Impruneta,48022,Firenze e Area Fiorentina,12375,8880,32667,27089
2021,FI,Lastra a Signa,48024,Firenze e Area Fiorentina,6188,2371,17941,12074
2021,FI,Londa,48025,Firenze e Area Fiorentina,379,411,825,2466
2021,FI,Marradi,48026,Mugello,2112,539,11768,4021
2021,FI,Montaione,48027,Empolese Valdelsa e Montalbano,11589,22682,36594,146092
2021,FI,Montelupo Fiorentino,48028,Empolese Valdelsa e Montalbano,3187,690,13232,3216
2021,FI,Montespertoli,48030,Empolese Valdelsa e Montalbano,6639,8969,19723,44035
2021,FI,Palazzuolo sul Senio,48031,Mugello,2792,757,8583,2830
2021,FI,Pelago,48032,Firenze e Area Fiorentina,2663,1647,7628,8362
2021,FI,Pontassieve,48033,Firenze e Area Fiorentina,4649,5069,12454,23724
2021,FI,Reggello,48035,Firenze e Area Fiorentina,16129,9280,42098,38140
2021,FI,Rignano sull'Arno,48036,Firenze e Area Fiorentina,4731,12009,12037,46622
2021,FI,Rufina,48037,Firenze e Area Fiorentina,1316,841,4499,3830
2021,FI,San Casciano in Val di Pesa,48038,Chianti,10826,9766,29488,41869
2021,FI,San Godenzo,48039,Mugello,1135,93,3358,594
2021,FI,Scandicci,48041,Firenze e Area Fiorentina,10587,2559,29592,10359
2021,FI,Scarperia e San Piero,48053,Mugello,25499,7457,40466,18284
2021,FI,Sesto Fiorentino,48043,Firenze e Area Fiorentina,48786,16417,89544,26206
2021,FI,Signa,48044,Firenze e Area Fiorentina,11128,2915,31567,7339
2021,FI,Vaglia,48046,Firenze e Area Fiorentina,3257,1463,7456,4866
2021,FI,Vicchio,48049,Mugello,2893,2773,9571,13127
2021,FI,Vinci,48050,Empolese Valdelsa e Montalbano,13430,5339,23162,21704
2021,GR,Arcidosso,53001,Amiata,1989,481,6603,2478
2021,GR,Campagnatico,53002,Maremma Toscana Area Sud,954,799,4486,6200
2021,GR,Capalbio,53003,Maremma Toscana Area Sud,21866,3428,112868,16979
2021,GR,Castel del Piano,53004,Amiata,8040,966,18308,3440
2021,GR,Castell'Azzara,53005,Amiata,861,273,3210,1845
2021,GR,Castiglione della Pescaia,53006,Maremma Toscana Area Nord,152788,66133,953571,484131
2021,GR,Cinigiano,53007,Maremma Toscana Area Sud,2436,3402,12401,12520
2021,GR,Civitella Paganico,53008,Maremma Toscana Area Sud,6185,1954,18073,10028
2021,GR,Follonica,53009,Maremma Toscana Area Nord,65063,16278,328704,107335
2021,GR,Gavorrano,53010,Maremma Toscana Area Nord,9049,5246,30902,36323
2021,GR,Grosseto,53011,Maremma Toscana Area Sud,184628,26138,969600,138636
2021,GR,Isola del Giglio,53012,Maremma Toscana Area Sud,16196,2086,67263,10117
2021,GR,Magliano in Toscana,53013,Maremma Toscana Area Sud,15964,3060,66570,13928
2021,GR,Manciano,53014,Maremma Toscana Area Sud,50359,8011,183142,29794
2021,GR,Massa Marittima,53015,Maremma Toscana Area Nord,19327,9829,73509,59933
2021,GR,Monte Argentario,53016,Maremma Toscana Area Sud,30721,9789,124404,32673
2021,GR,Monterotondo Marittimo,53027,Maremma Toscana Area Nord,1618,1089,7681,7819
2021,GR,Montieri,53017,Maremma Toscana Area Nord,1930,605,6278,3363
2021,GR,Orbetello,53018,Maremma Toscana Area Sud,154735,19988,831302,112818
2021,GR,Pitigliano,53019,Maremma Toscana Area Sud,7208,1422,14936,3285
2021,GR,Roccalbegna,53020,Amiata,843,308,2120,1476
2021,GR,Roccastrada,53021,Maremma Toscana Area Nord,4757,3850,16025,20193
2021,GR,Santa Fiora,53022,Amiata,162,76,1030,802
2021,GR,Scansano,53023,Maremma Toscana Area Sud,6125,1270,17894,6310
2021,GR,Scarlino,53024,Maremma Toscana Area Nord,40139,10528,227809,74912
2021,GR,Seggiano,53025,Amiata,3479,1630,8361,7695
2021,GR,Semproniano,53028,Maremma Toscana Area Sud,4970,845,11449,2118
2021,GR,Sorano,53026,Maremma Toscana Area Sud,10391,1577,26872,5772
2021,LI,Bibbona,49001,Costa degli Etruschi,114348,40213,808583,286139
2021,LI,Campiglia Marittima,49002,Costa degli Etruschi,25080,7647,101910,47117
2021,LI,Campo nell'Elba,49003,Elba e Isole di Toscana,55744,16459,332311,111152
2021,LI,Capoliveri,49004,Elba e Isole di Toscana,88491,48987,603755,376702
2021,LI,Capraia Isola,49005,Livorno,1823,10,10279,24
2021,LI,Castagneto Carducci,49006,Costa degli Etruschi,86819,50816,602151,403838
2021,LI,Cecina,49007,Costa degli Etruschi,74419,25429,426278,163514
2021,LI,Collesalvetti,49008,Livorno,7856,3124,19849,8116
2021,LI,Livorno,49009,Livorno,98665,44716,235069,113297
2021,LI,Marciana,49010,Elba e Isole di Toscana,29183,8607,153568,47057
2021,LI,Marciana Marina,49011,Elba e Isole di Toscana,18083,4208,77110,18127
2021,LI,Piombino,49012,Costa degli Etruschi,119801,22738,698012,138641
2021,LI,Porto Azzurro,49013,Elba e Isole di Toscana,27739,9060,151893,59821
2021,LI,Portoferraio,49014,Elba e Isole di Toscana,68329,29882,358584,180211
2021,LI,Rio,49021,Elba e Isole di Toscana,25855,6827,164072,42005
2021,LI,Rosignano Marittimo,49017,Costa degli Etruschi,65650,36488,328872,210732
2021,LI,San Vincenzo,49018,Costa degli Etruschi,96935,44385,575154,392237
2021,LI,Sassetta,49019,Costa degli Etruschi,7153,2411,14852,12016
2021,LI,Suvereto,49020,Costa degli Etruschi,8487,3048,38302,21742
2021,LU,Altopascio,46001,Piana di Lucca,9678,2437,19483,7428
2021,LU,Bagni di Lucca,46002,Garfagnana e media valle del Serchio,3854,1145,8276,4750
2021,LU,Barga,46003,Garfagnana e media valle del Serchio,12360,6201,33128,21700
2021,LU,Borgo a Mozzano,46004,Garfagnana e media valle del Serchio,1698,665,11779,2511
2021,LU,Camaiore,46005,Versilia,74375,28013,306859,118276
2021,LU,Camporgiano,46006,Garfagnana e media valle del Serchio,2331,760,4927,6286
2021,LU,Capannori,46007,Piana di Lucca,13163,5699,33045,30181
2021,LU,Careggine,46008,Garfagnana e media valle del Serchio,1054,58,1764,1466
2021,LU,Castelnuovo di Garfagnana,46009,Garfagnana e media valle del Serchio,6089,974,13230,3342
2021,LU,Castiglione di Garfagnana,46010,Garfagnana e media valle del Serchio,3729,485,17461,3277
2021,LU,Coreglia Antelminelli,46011,Garfagnana e media valle del Serchio,526,1289,1296,7952
2021,LU,Fabbriche di Vergemoli,46036,Garfagnana e media valle del Serchio,14,93,48,885
2021,LU,Forte dei Marmi,46013,Versilia,55148,29359,174260,125456
2021,LU,Fosciandora,46014,Garfagnana e media valle del Serchio,104,152,338,1027
2021,LU,Gallicano,46015,Garfagnana e media valle del Serchio,1770,469,3550,3016
2021,LU,Lucca,46017,Piana di Lucca,77081,59324,140522,150736
2021,LU,Massarosa,46018,Versilia,3492,1238,10519,7276
2021,LU,Minucciano,46019,Garfagnana e media valle del Serchio,2878,903,7365,3447
2021,LU,Molazzana,46020,Garfagnana e media valle del Serchio,199,366,1946,3984
2021,LU,Montecarlo,46021,Piana di Lucca,3718,1848,9687,7975
2021,LU,Pescaglia,46022,Garfagnana e media valle del Serchio,182,750,773,5596
2021,LU,Piazza al Serchio,46023,Garfagnana e media valle del Serchio,290,155,2194,936
2021,LU,Pietrasanta,46024,Versilia,67151,19596,274171,82125
2021,LU,Pieve Fosciana,46025,Garfagnana e media valle del Serchio,1916,647,6766,3473
2021,LU,Porcari,46026,Piana di Lucca,3890,450,11521,1443
2021,LU,San Romano in Garfagnana,46027,Garfagnana e media valle del Serchio,226,265,667,1896
2021,LU,Seravezza,46028,Versilia,2041,276,7069,1254
2021,LU,Sillano Giuncugnano,46037,Garfagnana e media valle del Serchio,1843,783,5772,2279
2021,LU,Stazzema,46030,Versilia,848,104,5717,525
2021,LU,Vagli Sotto,46031,Garfagnana e media valle del Serchio,288,94,683,578
2021,LU,Viareggio,46033,Versilia,112977,50816,667695,226845
2021,LU,Villa Basilica,46034,Piana di Lucca,47,39,159,209
2021,LU,Villa Collemandina,46035,Garfagnana e media valle del Serchio,1596,342,5058,2792
2021,MS,Aulla,45001,Lunigiana,596,163,1499,213
2021,MS,Bagnone,45002,Lunigiana,83,396,217,2535
2021,MS,Carrara,45003,Riviera Apuana,15288,4980,49625,14823
2021,MS,Casola in Lunigiana,45004,Lunigiana,202,159,535,687
2021,MS,Comano,45005,Lunigiana,321,172,650,364
2021,MS,Filattiera,45006,Lunigiana,468,551,662,1446
2021,MS,Fivizzano,45007,Lunigiana,2013,854,4777,3276
2021,MS,Fosdinovo,45008,Lunigiana,2991,852,7923,2151
2021,MS,Licciana Nardi,45009,Lunigiana,1868,424,4223,2632
2021,MS,Massa,45010,Riviera Apuana,138628,28104,675658,110705
2021,MS,Montignoso,45011,Riviera Apuana,13247,3433,55696,15582
2021,MS,Mulazzo,45012,Lunigiana,4529,1528,17289,6225
2021,MS,Podenzana,45013,Lunigiana,800,373,1627,1585
2021,MS,Pontremoli,45014,Lunigiana,4473,1132,8449,3107
2021,MS,Tresana,45015,Lunigiana,586,227,2149,598
2021,MS,Villafranca in Lunigiana,45016,Lunigiana,1021,398,2748,1059
2021,MS,Zeri,45017,Lunigiana,422,49,858,145
2021,PI,Bientina,50001,Terre di Pisa,7107,618,16014,1976
2021,PI,Buti,50002,Terre di Pisa,389,606,1317,5155
2021,PI,Calci,50003,Terre di Pisa,421,768,1885,5993
2021,PI,Calcinaia,50004,Terre di Pisa,1224,255,2319,504
2021,PI,Capannoli,50005,Terre di Pisa,128,226,654,1246
2021,PI,Casale Marittimo,50006,Costa degli Etruschi,1649,4327,7276,45996
2021,PI,Casciana Terme Lari,50040,Terre di Pisa,4290,3784,15840,26089
2021,PI,Cascina,50008,Terre di Pisa,7844,1970,20830,5649
2021,PI,Castelfranco di Sotto,50009,Terre di Pisa,532,907,2324,6520
2021,PI,Castellina Marittima,50010,Costa degli Etruschi,3999,1283,10646,5000
2021,PI,Castelnuovo di Val di Cecina,50011,Terre di Valdelsa e dellEtruria Volterrana,2110,1278,6798,9590
2021,PI,Chianni,50012,Terre di Pisa,2961,1097,7496,7551
2021,PI,Crespina Lorenzana,50041,Terre di Pisa,1395,1086,8160,8129
2021,PI,Fauglia,50014,Terre di Pisa,991,854,7368,5196
2021,PI,Guardistallo,50015,Costa degli Etruschi,3251,2710,13862,21097
2021,PI,Lajatico,50016,Terre di Pisa,1853,1929,6125,12579
2021,PI,Montecatini Val di Cecina,50019,Terre di Valdelsa e dellEtruria Volterrana,6877,4033,19629,26534
2021,PI,Montescudaio,50020,Costa degli Etruschi,6149,7501,40475,69446
2021,PI,Monteverdi Marittimo,50021,Terre di Valdelsa e dellEtruria Volterrana,4980,1160,13063,4992
2021,PI,Montopoli in Val d'Arno,50022,Terre di Pisa,3208,3410,11738,17598
2021,PI,Palaia,50024,Terre di Pisa,3633,5831,10823,33554
2021,PI,Peccioli,50025,Terre di Pisa,2761,2805,7585,23406
2021,PI,Pisa,50026,Terre di Pisa,230258,182935,748182,393078
2021,PI,Pomarance,50027,Terre di Valdelsa e dellEtruria Volterrana,5317,5159,19156,31278
2021,PI,Ponsacco,50028,Terre di Pisa,4783,1034,9238,5529
2021,PI,Pontedera,50029,Terre di Pisa,9667,2653,21852,9066
2021,PI,Riparbella,50030,Costa degli Etruschi,8969,7414,38141,53120
2021,PI,San Giuliano Terme,50031,Terre di Pisa,18453,9845,264608,58846
2021,PI,San Miniato,50032,Terre di Pisa,10559,5221,22482,18032
2021,PI,Santa Croce sull'Arno e Orciano Pisano,50023+50033,Terre di Pisa,104,0,912,0
2021,PI,Santa Croce sull'Arno e Orciano Pisano,50023+50034,Terre di Pisa,0,72,0,522
2021,PI,Santa Luce,50034,Costa degli Etruschi,3448,1507,13758,9613
2021,PI,Santa Maria a Monte,50035,Terre di Pisa,1188,238,3200,750
2021,PI,Terricciola,50036,Terre di Pisa,933,2610,3329,18795
2021,PI,Vecchiano,50037,Terre di Pisa,2765,1442,8119,6046
2021,PI,Vicopisano,50038,Terre di Pisa,792,319,4144,1680
2021,PI,Volterra,50039,Terre di Valdelsa e dellEtruria Volterrana,38684,23418,82463,96829
2021,PO,Cantagallo,100001,Area Pratese,495,106,1305,558
2021,PO,Carmignano,100002,Area Pratese,7794,4543,15376,16974
2021,PO,Montemurlo,100003,Area Pratese,666,350,1965,1657
2021,PO,Poggio a Caiano,100004,Area Pratese,2478,2093,5715,4308
2021,PO,Prato,100005,Area Pratese,74443,26075,177277,62029
2021,PO,Vaiano,100006,Area Pratese,929,514,3469,2604
2021,PO,Vernio,100007,Area Pratese,2048,87,11977,346
2021,PT,Abetone Cutigliano,47023,Pistoia e Montagna Pistoiese,21995,1158,53338,2848
2021,PT,Agliana,47002,Pistoia e Montagna Pistoiese,1579,120,6373,564
2021,PT,Chiesina Uzzanese,47022,Valdinievole,19757,788,24534,1076
2021,PT,Lamporecchio,47005,Valdinievole,6551,10149,17747,60305
2021,PT,Larciano,47006,Valdinievole,4172,1429,9552,7850
2021,PT,Marliana,47007,Pistoia e Montagna Pistoiese,931,938,1978,3370
2021,PT,Massa e Cozzile,47008,Valdinievole,316,721,834,3987
2021,PT,Monsummano Terme,47009,Valdinievole,3426,2774,9775,12339
2021,PT,Montale,47010,Pistoia e Montagna Pistoiese,1041,152,1805,359
2021,PT,Montecatini Terme,47011,Valdinievole,126896,61451,304927,226202
2021,PT,Pescia,47012,Valdinievole,5790,3454,12242,15154
2021,PT,Pieve a Nievole,47013,Valdinievole,1313,445,2700,2223
2021,PT,Pistoia,47014,Pistoia e Montagna Pistoiese,36234,13808,76016,46342
2021,PT,Ponte Buggianese e Buggiano,47016+47003,Valdinievole,2142,0,7818,0
2021,PT,Ponte Buggianese e Buggiano,47016+47004,Valdinievole,0,1838,0,7068
2021,PT,Quarrata,47017,Pistoia e Montagna Pistoiese,2071,1103,7816,4119
2021,PT,San Marcello Piteglio e Sambuca Pistoiese,47024,Pistoia e Montagna Pistoiese,11557,904,48831,4597
2021,PT,Serravalle Pistoiese,47020,Pistoia e Montagna Pistoiese,9135,2653,26585,12740
2021,PT,Uzzano,47021,Valdinievole,506,398,1777,1911
2021,SI,Abbadia San Salvatore,52001,Amiata,21886,1284,51054,2414
2021,SI,Asciano,52002,Terre di Siena,19433,10180,43363,42071
2021,SI,Buonconvento,52003,Terre di Siena,6870,2694,20978,13312
2021,SI,Casole d'Elsa,52004,Terre di Valdelsa e dellEtruria Volterrana,5268,9098,21740,51512
2021,SI,Castellina in Chianti,52005,Chianti,13550,20754,31439,91135
2021,SI,Castelnuovo Berardenga,52006,Chianti,17333,19856,44085,76233
2021,SI,Castiglione d'Orcia,52007,Val d'Orcia,12447,3810,33766,15081
2021,SI,Cetona,52008,Val di Chiana Senese,1917,1268,8163,7442
2021,SI,Chianciano Terme,52009,Val di Chiana Senese,104496,21239,249803,51224
2021,SI,Chiusdino,52010,Terre di Siena,8163,9252,22864,58592
2021,SI,Chiusi,52011,Val di Chiana Senese,14788,4671,28660,12816
2021,SI,Colle di Val d'Elsa,52012,Terre di Valdelsa e dellEtruria Volterrana,21572,9229,51486,32322
2021,SI,Gaiole in Chianti,52013,Chianti,9518,9775,20671,38822
2021,SI,Montalcino,52037,Val d'Orcia,34474,23223,75716,79236
2021,SI,Montepulciano,52015,Val di Chiana Senese,59662,28104,123271,86316
2021,SI,Monteriggioni,52016,Terre di Valdelsa e dellEtruria Volterrana,34167,14796,68054,61169
2021,SI,Monteroni d'Arbia,52017,Terre di Siena,7108,4121,22101,21411
2021,SI,Monticiano,52018,Terre di Siena,3082,1420,6649,5592
2021,SI,Murlo,52019,Terre di Siena,6592,3705,16840,18285
2021,SI,Piancastagnaio,52020,Amiata,2268,257,5952,624
2021,SI,Pienza,52021,Val d'Orcia,33703,16635,77336,52861
2021,SI,Poggibonsi,52022,Terre di Valdelsa e dellEtruria Volterrana,22991,10005,53319,38638
2021,SI,Radda in Chianti,52023,Chianti,9877,9937,20748,37112
2021,SI,Radicofani,52024,Val d'Orcia,3844,1009,9483,4493
2021,SI,Radicondoli,52025,Terre di Valdelsa e dellEtruria Volterrana,1148,1858,4997,13972
2021,SI,Rapolano Terme,52026,Terre di Siena,30382,5694,67473,25433
2021,SI,San Casciano dei Bagni,52027,Val di Chiana Senese,16075,2716,40639,11617
2021,SI,San Gimignano,52028,Terre di Valdelsa e dellEtruria Volterrana,75039,64076,149293,203135
2021,SI,San Quirico d'Orcia,52030,Val d'Orcia,52248,11221,126451,38690
2021,SI,Sarteano,52031,Val di Chiana Senese,9353,5654,29886,32478
2021,SI,Siena,52032,Terre di Siena,178874,116610,392975,267905
2021,SI,Sinalunga,52033,Val di Chiana Senese,11837,4404,23259,17465
