anno,letti
2002,150462.0
2003,153236.0
2004,154205.0
2005,153089.0
2006,153870.0
2007,153178.0
2008,153965.0
2009,156612.0
2010,152847.0
2011,140701.0
2012,141303.0
2013,138411.0
2014,143249.0
2015,146302.0
2016,147823.0
2017,150886.0
2018,160656.0
2019,157475.0
2020,157271.0
2021,158796.0
2022,156853.0
2023,160811.0
2024,165888.0
