anno,provincia,comune,mese,arrivi,presenze,arrivi_est,presenze_est
2022,Cagliari,Castiadas,11,13,97,6,78
2022,Cagliari,Castiadas,12,46,100,2,12
2022,Cagliari,Decimomannu,1,19,62,0,0
2022,Cagliari,Decimomannu,2,21,30,0,0
2022,Cagliari,Decimomannu,3,9,15,0,0
2022,Cagliari,Decimomannu,4,29,64,8,20
2022,Cagliari,Decimomannu,5,16,78,4,10
2022,Cagliari,Decimomannu,6,32,92,7,13
2022,Cagliari,Decimomannu,7,54,128,20,46
2022,Cagliari,Decimomannu,8,56,175,17,48
2022,Cagliari,Decimomannu,9,44,118,13,44
2022,Cagliari,Decimomannu,10,57,110,16,28
2022,Cagliari,Decimomannu,11,25,52,2,2
2022,Cagliari,Decimomannu,12,12,22,0,0
2022,Cagliari,Dolianova,0,14,30,2,2
2022,Cagliari,Dolianova,1,9,26,1,4
2022,Cagliari,Dolianova,2,4,35,0,0
2022,Cagliari,Dolianova,3,7,12,2,4
2022,Cagliari,Dolianova,4,13,90,3,5
2022,Cagliari,Dolianova,5,15,19,6,7
2022,Cagliari,Dolianova,6,19,66,6,14
2022,Cagliari,Dolianova,8,68,212,27,67
2022,Cagliari,Dolianova,9,24,61,6,6
2022,Cagliari,Dolianova,10,7,23,5,21
2022,Cagliari,Domus De Maria,1,5,28,2,6
2022,Cagliari,Domus De Maria,2,20,114,10,94
2022,Cagliari,Domus De Maria,3,46,144,7,38
2022,Cagliari,Domus De Maria,4,587,1958,302,1332
2022,Cagliari,Domus De Maria,5,2775,8277,1745,5866
2022,Cagliari,Domus De Maria,6,6078,29408,2417,10891
2022,Cagliari,Domus De Maria,7,7859,48909,3038,17656
2022,Cagliari,Domus De Maria,8,7536,53819,1978,12008
2022,Cagliari,Domus De Maria,9,7618,30495,3538,12790
2022,Cagliari,Domus De Maria,10,4337,14068,2508,10580
2022,Cagliari,Domus De Maria,11,51,1070,42,1054
2022,Cagliari,Elmas,1,199,710,22,27
2022,Cagliari,Elmas,2,276,825,41,48
2022,Cagliari,Elmas,3,368,970,40,62
2022,Cagliari,Elmas,4,543,910,198,241
2022,Cagliari,Elmas,5,683,1194,294,351
2022,Cagliari,Elmas,6,718,1086,253,277
2022,Cagliari,Elmas,7,582,1081,304,476
2022,Cagliari,Elmas,8,729,1306,356,611
2022,Cagliari,Elmas,9,644,1149,341,523
2022,Cagliari,Elmas,10,517,1005,177,330
2022,Cagliari,Elmas,11,305,859,46,205
2022,Cagliari,Elmas,12,247,905,27,340
2022,Cagliari,Isili,1,39,136,2,6
2022,Cagliari,Isili,2,50,74,8,12
2022,Cagliari,Isili,3,21,62,3,17
2022,Cagliari,Isili,4,32,36,17,19
2022,Cagliari,Isili,5,52,95,25,57
2022,Cagliari,Isili,6,78,289,48,223
2022,Cagliari,Isili,7,43,120,10,28
2022,Cagliari,Isili,8,44,130,25,77
2022,Cagliari,Isili,9,53,113,22,30
2022,Cagliari,Isili,10,60,148,15,34
2022,Cagliari,Isili,11,34,69,4,4
2022,Cagliari,Isili,12,36,80,4,4
2022,Cagliari,Mandas,0,54,119,0,0
2022,Cagliari,Mandas,2,13,21,3,3
2022,Cagliari,Mandas,4,88,108,33,39
2022,Cagliari,Mandas,5,93,169,52,94
2022,Cagliari,Mandas,6,110,187,75,116
2022,Cagliari,Mandas,7,106,275,64,183
2022,Cagliari,Mandas,8,137,245,63,115
2022,Cagliari,Mandas,9,204,345,128,228
2022,Cagliari,Mandas,10,59,97,29,47
2022,Cagliari,Maracalagonis,1,14,59,2,14
2022,Cagliari,Maracalagonis,2,17,84,0,0
2022,Cagliari,Maracalagonis,3,12,127,3,30
2022,Cagliari,Maracalagonis,4,166,869,133,694
2022,Cagliari,Maracalagonis,5,1012,4225,305,1935
2022,Cagliari,Maracalagonis,6,3014,21598,544,3488
2022,Cagliari,Maracalagonis,7,4747,34787,1257,9661
2022,Cagliari,Maracalagonis,8,3907,36041,606,5606
2022,Cagliari,Maracalagonis,9,2469,20979,639,4965
2022,Cagliari,Maracalagonis,10,416,3321,369,3059
2022,Cagliari,Maracalagonis,11,25,244,3,91
2022,Cagliari,Maracalagonis,12,33,169,4,16
2022,Cagliari,Monastir,1,112,272,3,10
2022,Cagliari,Monastir,2,147,347,16,17
2022,Cagliari,Monastir,3,206,386,12,19
2022,Cagliari,Monastir,4,295,573,53,121
2022,Cagliari,Monastir,5,356,627,92,168
2022,Cagliari,Monastir,6,349,649,113,246
2022,Cagliari,Monastir,7,429,967,215,519
2022,Cagliari,Monastir,8,603,1502,369,965
2022,Cagliari,Monastir,9,479,993,175,377
2022,Cagliari,Monastir,10,347,708,68,135
2022,Cagliari,Monastir,11,250,691,12,68
2022,Cagliari,Monastir,12,185,550,9,17
2022,Cagliari,Monserrato,1,84,135,1,1
2022,Cagliari,Monserrato,2,123,235,26,39
2022,Cagliari,Monserrato,3,147,309,16,50
2022,Cagliari,Monserrato,4,264,497,85,196
2022,Cagliari,Monserrato,5,257,489,108,218
2022,Cagliari,Monserrato,6,267,656,142,382
2022,Cagliari,Monserrato,7,303,873,145,476
2022,Cagliari,Monserrato,8,354,1459,151,787
2022,Cagliari,Monserrato,9,221,591,121,296
2022,Cagliari,Monserrato,10,190,322,62,115
2022,Cagliari,Monserrato,11,133,231,11,26
2022,Cagliari,Monserrato,12,118,260,5,43
2022,Cagliari,Muravera,1,1,24,0,22
2022,Cagliari,Muravera,2,3,175,0,0
2022,Cagliari,Muravera,3,15,224,3,16
2022,Cagliari,Muravera,4,2059,7167,1605,5966
2022,Cagliari,Muravera,5,4677,17755,3790,15255
2022,Cagliari,Muravera,6,16804,101371,6300,35778
2022,Cagliari,Muravera,7,23078,179116,7371,55295
2022,Cagliari,Muravera,8,22054,195895,4846,38602
2022,Cagliari,Muravera,9,16679,116313,8502,52696
2022,Cagliari,Muravera,10,4673,30670,4129,28346
2022,Cagliari,Muravera,11,195,979,115,702
2022,Cagliari,Muravera,12,30,49,2,6
2022,Cagliari,Nurallao,0,49,70,4,8
2022,Cagliari,Nurallao,4,31,41,8,8
2022,Cagliari,Nurallao,5,56,71,21,28
2022,Cagliari,Nurallao,6,60,79,25,33
2022,Cagliari,Nurallao,7,76,168,49,137
2022,Cagliari,Nurallao,8,106,173,47,90
2022,Cagliari,Nurallao,9,45,92,11,27
2022,Cagliari,Nurallao,10,24,66,8,29
2022,Cagliari,Nuraminis,0,448,1436,76,283
2022,Cagliari,Nuraminis,5,77,174,8,8
2022,Cagliari,Orroli,0,73,139,16,29
2022,Cagliari,Orroli,4,32,37,0,0
2022,Cagliari,Orroli,5,37,63,32,54
2022,Cagliari,Orroli,6,31,54,11,26
2022,Cagliari,Orroli,7,13,13,6,6
2022,Cagliari,Pula,1,209,563,38,102
2022,Cagliari,Pula,2,351,1477,70,693
2022,Cagliari,Pula,3,252,723,86,327
2022,Cagliari,Pula,4,4027,15039,2544,11756
2022,Cagliari,Pula,5,9233,27407,5543,18702
2022,Cagliari,Pula,6,15298,64085,7038,34684
2022,Cagliari,Pula,7,20806,109305,10096,58998
2022,Cagliari,Pula,8,19154,123069,7764,51145
2022,Cagliari,Pula,9,17691,73856,8859,41786
2022,Cagliari,Pula,10,8620,33153,5370,23670
2022,Cagliari,Pula,11,365,1457,205,756
2022,Cagliari,Pula,12,296,653,67,212
2022,Cagliari,Quartu Sant'Elena,1,413,1126,31,168
2022,Cagliari,Quartu Sant'Elena,2,818,2006,165,626
2022,Cagliari,Quartu Sant'Elena,3,1136,2985,316,1238
2022,Cagliari,Quartu Sant'Elena,4,2711,10231,1142,6763
2022,Cagliari,Quartu Sant'Elena,5,5961,17591,3238,11355
2022,Cagliari,Quartu Sant'Elena,6,7901,30351,4026,18181
2022,Cagliari,Quartu Sant'Elena,7,9639,47147,5583,30737
2022,Cagliari,Quartu Sant'Elena,8,9435,52672,4638,27226
2022,Cagliari,Quartu Sant'Elena,9,8483,32213,4703,20277
2022,Cagliari,Quartu Sant'Elena,10,5313,18398,2794,11884
2022,Cagliari,Quartu Sant'Elena,11,1368,3768,333,1747
2022,Cagliari,Quartu Sant'Elena,12,1052,2511,133,626
2022,Cagliari,Quartucciu,1,42,136,0,9
2022,Cagliari,Quartucciu,2,113,211,3,3
2022,Cagliari,Quartucciu,3,123,227,8,19
2022,Cagliari,Quartucciu,4,289,554,82,190
2022,Cagliari,Quartucciu,5,281,722,119,327
2022,Cagliari,Quartucciu,6,424,1175,194,672
2022,Cagliari,Quartucciu,7,590,1734,245,1011
2022,Cagliari,Quartucciu,8,636,2492,223,1185
2022,Cagliari,Quartucciu,9,391,1099,182,538
2022,Cagliari,Quartucciu,10,189,576,70,250
2022,Cagliari,Quartucciu,11,79,184,20,46
2022,Cagliari,Quartucciu,12,127,186,8,28
2022,Cagliari,San Sperate,0,15,58,8,48
2022,Cagliari,San Sperate,4,8,26,5,20
2022,Cagliari,San Sperate,5,8,21,6,16
2022,Cagliari,San Sperate,6,9,36,7,30
2022,Cagliari,San Sperate,7,44,155,21,68
2022,Cagliari,San Sperate,8,46,230,26,129
2022,Cagliari,San Sperate,9,17,68,9,28
2022,Cagliari,San Sperate,10,10,28,4,14
2022,Cagliari,San Vito,3,16,39,9,20
2022,Cagliari,San Vito,4,19,60,13,44
2022,Cagliari,San Vito,5,75,186,62,156
2022,Cagliari,San Vito,6,110,322,79,241
2022,Cagliari,San Vito,7,238,845,96,285
2022,Cagliari,San Vito,8,340,1205,140,384
2022,Cagliari,San Vito,9,208,606,130,329
2022,Cagliari,San Vito,10,100,295,88,254
2022,Cagliari,San Vito,11,11,49,8,40
2022,Cagliari,San Vito,12,11,42,4,12
2022,Cagliari,Sarroch,1,45,188,0,0
2022,Cagliari,Sarroch,2,55,1053,4,12
2022,Cagliari,Sarroch,3,51,505,0,0
2022,Cagliari,Sarroch,4,131,490,67,299
2022,Cagliari,Sarroch,5,209,1276,115,673
2022,Cagliari,Sarroch,6,265,2030,142,721
2022,Cagliari,Sarroch,7,473,2788,245,1352
2022,Cagliari,Sarroch,8,520,3505,193,1487
2022,Cagliari,Sarroch,9,311,1615,185,956
2022,Cagliari,Sarroch,10,168,1000,82,403
2022,Cagliari,Sarroch,11,62,697,11,52
2022,Cagliari,Sarroch,12,74,464,12,112
2022,Cagliari,Selargius,1,502,887,62,92
2022,Cagliari,Selargius,2,577,1091,64,112
2022,Cagliari,Selargius,3,788,1524,77,127
2022,Cagliari,Selargius,4,1161,1874,203,325
2022,Cagliari,Selargius,5,1432,2504,323,569
2022,Cagliari,Selargius,6,1557,2697,395,645
2022,Cagliari,Selargius,7,1601,3175,526,1090
2022,Cagliari,Selargius,8,1592,3445,581,1317
2022,Cagliari,Selargius,9,1344,2614,395,693
2022,Cagliari,Selargius,10,1238,2142,261,385
2022,Cagliari,Selargius,11,845,1644,74,133
2022,Cagliari,Selargius,12,799,1302,37,52
2022,Cagliari,Senorbì,1,5,11,0,0
2022,Cagliari,Senorbì,2,8,27,0,0
2022,Cagliari,Senorbì,3,36,97,0,0
2022,Cagliari,Senorbì,4,33,75,1,5
2022,Cagliari,Senorbì,5,28,66,10,38
2022,Cagliari,Senorbì,7,42,79,1,4
2022,Cagliari,Senorbì,8,57,149,2,15
2022,Cagliari,Senorbì,10,56,134,19,24
2022,Cagliari,Senorbì,11,33,161,3,14
2022,Cagliari,Senorbì,12,17,31,0,3
2022,Cagliari,Sestu,1,29,163,0,0
2022,Cagliari,Sestu,2,27,129,6,30
2022,Cagliari,Sestu,3,50,114,9,24
2022,Cagliari,Sestu,4,51,145,4,4
2022,Cagliari,Sestu,5,136,391,17,18
2022,Cagliari,Sestu,6,133,556,26,56
2022,Cagliari,Sestu,7,258,743,82,197
2022,Cagliari,Sestu,8,404,1011,174,381
2022,Cagliari,Sestu,9,256,568,95,160
2022,Cagliari,Sestu,10,128,284,23,38
2022,Cagliari,Sestu,11,32,150,0,0
2022,Cagliari,Sestu,12,68,151,6,18
2022,Cagliari,Settimo San Pietro,0,30,89,0,0
2022,Cagliari,Settimo San Pietro,5,3,4,0,0
2022,Cagliari,Settimo San Pietro,6,12,24,0,0
2022,Cagliari,Settimo San Pietro,7,35,110,26,51
2022,Cagliari,Settimo San Pietro,8,22,135,8,22
2022,Cagliari,Sinnai,1,32,155,4,36
2022,Cagliari,Sinnai,2,16,68,0,2
2022,Cagliari,Sinnai,3,25,153,9,63
2022,Cagliari,Sinnai,4,132,416,76,258
2022,Cagliari,Sinnai,5,339,985,205,697
2022,Cagliari,Sinnai,6,901,3585,376,1715
2022,Cagliari,Sinnai,7,1206,6572,613,3466
2022,Cagliari,Sinnai,8,1454,9332,511,3260
2022,Cagliari,Sinnai,9,820,3931,461,2370
2022,Cagliari,Sinnai,10,238,1088,186,968
2022,Cagliari,Sinnai,11,34,118,5,59
2022,Cagliari,Sinnai,12,19,40,7,22
2022,Cagliari,Uta,0,22,204,10,183
2022,Cagliari,Uta,4,7,13,3,6
2022,Cagliari,Uta,5,40,152,20,116
2022,Cagliari,Uta,6,74,333,24,219
2022,Cagliari,Uta,7,64,354,18,202
2022,Cagliari,Uta,8,128,494,52,249
2022,Cagliari,Uta,9,35,86,18,52
2022,Cagliari,Uta,10,39,93,4,20
2022,Cagliari,Uta,11,49,216,7,70
2022,Cagliari,Uta,12,9,153,4,85
2022,Cagliari,Vallermosa,0,139,668,13,60
2022,Cagliari,Vallermosa,5,26,95,7,20
2022,Cagliari,Vallermosa,7,19,58,8,30
2022,Cagliari,Villa San Pietro,1,2,2,0,0
2022,Cagliari,Villa San Pietro,2,2,44,0,0
2022,Cagliari,Villa San Pietro,3,1,1,0,0
2022,Cagliari,Villa San Pietro,4,9,33,5,13
2022,Cagliari,Villa San Pietro,5,31,78,14,30
2022,Cagliari,Villa San Pietro,6,110,444,60,258
2022,Cagliari,Villa San Pietro,7,208,1105,117,663
2022,Cagliari,Villa San Pietro,8,283,1693,117,656
2022,Cagliari,Villa San Pietro,9,68,321,50,240
2022,Cagliari,Villa San Pietro,10,48,195,41,180
2022,Cagliari,Villa San Pietro,11,2,8,2,8
2022,Cagliari,Villaputzu,1,28,114,7,41
2022,Cagliari,Villaputzu,2,31,112,8,73
2022,Cagliari,Villaputzu,3,24,63,5,39
2022,Cagliari,Villaputzu,4,212,749,138,518
2022,Cagliari,Villaputzu,5,290,901,146,588
2022,Cagliari,Villaputzu,6,717,3537,351,2024
2022,Cagliari,Villaputzu,7,1113,7105,607,3841
2022,Cagliari,Villaputzu,8,1375,10729,566,4351
2022,Cagliari,Villaputzu,9,690,5014,428,3374
2022,Cagliari,Villaputzu,10,266,1623,183,1436
2022,Cagliari,Villaputzu,11,18,49,5,5
2022,Cagliari,Villaputzu,12,30,52,0,0
2022,Cagliari,Villasimius,1,61,275,7,78
2022,Cagliari,Villasimius,2,146,295,27,64
2022,Cagliari,Villasimius,3,217,533,80,229
2022,Cagliari,Villasimius,4,3504,10356,2081,7870
2022,Cagliari,Villasimius,5,12796,41514,6994,28270
2022,Cagliari,Villasimius,6,27962,131458,10169,54308
2022,Cagliari,Villasimius,7,31087,194863,11149,67863
2022,Cagliari,Villasimius,8,28802,205179,7153,44658
2022,Cagliari,Villasimius,9,24314,124677,11247,57331
2022,Cagliari,Villasimius,10,8658,42856,5714,31572
2022,Cagliari,Villasimius,11,265,989,132,606
2022,Cagliari,Villasimius,12,121,271,29,75
2022,Gallura Nord-Est Sardegna,Aggius,0,135,309,80,239
2022,Gallura Nord-Est Sardegna,Aggius,7,77,154,58,123
2022,Gallura Nord-Est Sardegna,Aggius,8,94,324,39,131
2022,Gallura Nord-Est Sardegna,Aglientu,0,30,103,27,87
2022,Gallura Nord-Est Sardegna,Aglientu,4,1015,3685,895,3469
2022,Gallura Nord-Est Sardegna,Aglientu,5,2683,11045,2372,9924
2022,Gallura Nord-Est Sardegna,Aglientu,6,7542,43381,3841,21320
2022,Gallura Nord-Est Sardegna,Aglientu,7,12607,102712,5586,41836
2022,Gallura Nord-Est Sardegna,Aglientu,8,12525,114555,4118,32952
2022,Gallura Nord-Est Sardegna,Aglientu,9,6534,46433,4080,23451
2022,Gallura Nord-Est Sardegna,Aglientu,10,1672,9521,1599,8941
2022,Gallura Nord-Est Sardegna,Arzachena,1,337,1265,57,263
2022,Gallura Nord-Est Sardegna,Arzachena,2,394,1883,72,300
2022,Gallura Nord-Est Sardegna,Arzachena,3,915,3409,390,1236
2022,Gallura Nord-Est Sardegna,Arzachena,4,8593,24196,5354,17079
2022,Gallura Nord-Est Sardegna,Arzachena,5,23485,85959,17541,71915
2022,Gallura Nord-Est Sardegna,Arzachena,6,41301,190899,27002,132137
2022,Gallura Nord-Est Sardegna,Arzachena,7,52276,279552,31097,161690
2022,Gallura Nord-Est Sardegna,Arzachena,8,47777,301763,22648,127005
2022,Gallura Nord-Est Sardegna,Arzachena,9,41322,221684,30158,160040
2022,Gallura Nord-Est Sardegna,Arzachena,10,14422,76594,11309,61523
2022,Gallura Nord-Est Sardegna,Arzachena,11,560,14488,197,7367
2022,Gallura Nord-Est Sardegna,Arzachena,12,388,1052,83,301
2022,Gallura Nord-Est Sardegna,Badesi,1,54,101,4,4
2022,Gallura Nord-Est Sardegna,Badesi,2,108,222,7,22
2022,Gallura Nord-Est Sardegna,Badesi,3,97,172,18,40
2022,Gallura Nord-Est Sardegna,Badesi,4,357,1483,288,1367
2022,Gallura Nord-Est Sardegna,Badesi,5,1347,3911,884,2784
2022,Gallura Nord-Est Sardegna,Badesi,6,9912,58282,2821,13705
2022,Gallura Nord-Est Sardegna,Badesi,7,13023,91946,5298,35574
2022,Gallura Nord-Est Sardegna,Badesi,8,12590,102766,3997,29519
2022,Gallura Nord-Est Sardegna,Badesi,9,6445,56814,2365,17569
2022,Gallura Nord-Est Sardegna,Badesi,10,201,19968,182,4202
2022,Gallura Nord-Est Sardegna,Berchidda,0,22,58,9,32
2022,Gallura Nord-Est Sardegna,Berchidda,5,28,64,11,35
2022,Gallura Nord-Est Sardegna,Berchidda,6,59,152,38,109
2022,Gallura Nord-Est Sardegna,Berchidda,7,88,235,49,167
2022,Gallura Nord-Est Sardegna,Berchidda,8,108,346,60,212
2022,Gallura Nord-Est Sardegna,Berchidda,9,45,183,19,102
2022,Gallura Nord-Est Sardegna,Berchidda,10,18,53,11,31
2022,Gallura Nord-Est Sardegna,Budoni,3,16,24,0,0
2022,Gallura Nord-Est Sardegna,Budoni,4,1640,7546,1180,5718
2022,Gallura Nord-Est Sardegna,Budoni,5,8293,46951,6316,38393
2022,Gallura Nord-Est Sardegna,Budoni,6,16940,114356,7028,49842
2022,Gallura Nord-Est Sardegna,Budoni,7,24687,173159,11426,80436
2022,Gallura Nord-Est Sardegna,Budoni,8,24265,194635,9859,82440
2022,Gallura Nord-Est Sardegna,Budoni,9,14645,107833,9278,68331
2022,Gallura Nord-Est Sardegna,Budoni,10,2661,19567,2210,18142
2022,Gallura Nord-Est Sardegna,Budoni,11,14,158,8,148
2022,Gallura Nord-Est Sardegna,Budoni,12,7,7,0,0
2022,Gallura Nord-Est Sardegna,Calangianus,0,30,112,12,53
2022,Gallura Nord-Est Sardegna,Calangianus,7,34,108,23,89
2022,Gallura Nord-Est Sardegna,Calangianus,8,35,219,17,120
2022,Gallura Nord-Est Sardegna,Calangianus,9,42,175,31,140
2022,Gallura Nord-Est Sardegna,Calangianus,10,45,232,42,223
2022,Gallura Nord-Est Sardegna,Calangianus,11,3,4,0,0
2022,Gallura Nord-Est Sardegna,Golfo Aranci,3,36,124,29,112
2022,Gallura Nord-Est Sardegna,Golfo Aranci,4,866,4276,771,3889
2022,Gallura Nord-Est Sardegna,Golfo Aranci,5,2975,14216,2352,12221
2022,Gallura Nord-Est Sardegna,Golfo Aranci,6,8815,49742,4189,24654
2022,Gallura Nord-Est Sardegna,Golfo Aranci,7,10724,69940,4708,27716
2022,Gallura Nord-Est Sardegna,Golfo Aranci,8,9980,71880,3443,21615
2022,Gallura Nord-Est Sardegna,Golfo Aranci,9,7796,49047,4401,25782
2022,Gallura Nord-Est Sardegna,Golfo Aranci,10,2287,12993,1977,11957
2022,Gallura Nord-Est Sardegna,Golfo Aranci,11,28,145,18,120
2022,Gallura Nord-Est Sardegna,Golfo Aranci,12,19,23,5,8
2022,Gallura Nord-Est Sardegna,La Maddalena,1,60,131,2,16
2022,Gallura Nord-Est Sardegna,La Maddalena,2,250,463,12,58
2022,Gallura Nord-Est Sardegna,La Maddalena,3,347,682,61,108
2022,Gallura Nord-Est Sardegna,La Maddalena,4,2904,6354,1472,3228
2022,Gallura Nord-Est Sardegna,La Maddalena,5,5483,15164,3409,9662
2022,Gallura Nord-Est Sardegna,La Maddalena,6,10388,38784,5361,17386
2022,Gallura Nord-Est Sardegna,La Maddalena,7,13595,61892,7051,25637
2022,Gallura Nord-Est Sardegna,La Maddalena,8,15362,80130,6719,26175
2022,Gallura Nord-Est Sardegna,La Maddalena,9,10916,57664,6340,25552
2022,Gallura Nord-Est Sardegna,La Maddalena,10,3621,34620,2401,15363
2022,Gallura Nord-Est Sardegna,La Maddalena,11,291,779,56,191
2022,Gallura Nord-Est Sardegna,La Maddalena,12,383,653,18,28
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,2,49,118,20,63
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,3,57,170,23,52
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,4,1767,6671,1403,5747
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,5,2576,12341,2028,10461
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,6,4780,25830,2857,16367
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,7,5688,35363,3316,20103
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,8,5280,35214,2510,16623
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,9,4222,26239,2770,16657
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,10,2291,14119,1910,11880
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,11,36,187,13,121
2022,Gallura Nord-Est Sardegna,Loiri Porto San Paolo,12,12,28,0,0
2022,Gallura Nord-Est Sardegna,Luogosanto,0,21,44,10,22
2022,Gallura Nord-Est Sardegna,Luogosanto,4,12,51,11,47
2022,Gallura Nord-Est Sardegna,Luogosanto,5,176,426,129,333
2022,Gallura Nord-Est Sardegna,Luogosanto,6,402,1085,284,826
2022,Gallura Nord-Est Sardegna,Luogosanto,7,466,1677,349,1232
2022,Gallura Nord-Est Sardegna,Luogosanto,8,558,1827,373,1267
2022,Gallura Nord-Est Sardegna,Luogosanto,9,483,1476,318,1034
2022,Gallura Nord-Est Sardegna,Luogosanto,10,31,87,21,64
2022,Gallura Nord-Est Sardegna,Monti,0,168,347,47,99
2022,Gallura Nord-Est Sardegna,Monti,9,48,104,25,69
2022,Gallura Nord-Est Sardegna,Olbia,1,3253,5427,384,748
2022,Gallura Nord-Est Sardegna,Olbia,2,4506,7313,528,1115
2022,Gallura Nord-Est Sardegna,Olbia,3,6581,11003,1371,2665
2022,Gallura Nord-Est Sardegna,Olbia,4,14378,33313,8162,22156
2022,Gallura Nord-Est Sardegna,Olbia,5,22754,55483,14733,39829
2022,Gallura Nord-Est Sardegna,Olbia,6,38724,128317,23603,76651
2022,Gallura Nord-Est Sardegna,Olbia,7,47963,179815,29629,100956
2022,Gallura Nord-Est Sardegna,Olbia,8,49996,199689,26628,89517
2022,Gallura Nord-Est Sardegna,Olbia,9,38274,129791,25469,80863
2022,Gallura Nord-Est Sardegna,Olbia,10,19079,55922,12562,38739
2022,Gallura Nord-Est Sardegna,Olbia,11,4783,9193,1045,2532
2022,Gallura Nord-Est Sardegna,Olbia,12,4385,7008,554,1126
2022,Gallura Nord-Est Sardegna,Oschiri,0,600,1345,295,741
2022,Gallura Nord-Est Sardegna,Oschiri,5,152,312,99,196
2022,Gallura Nord-Est Sardegna,Padru,7,14,112,0,0
2022,Gallura Nord-Est Sardegna,Padru,8,10,59,0,0
2022,Gallura Nord-Est Sardegna,Palau,3,11,19,3,4
2022,Gallura Nord-Est Sardegna,Palau,4,3589,12725,2892,10866
2022,Gallura Nord-Est Sardegna,Palau,5,9299,31391,7304,26627
2022,Gallura Nord-Est Sardegna,Palau,6,20543,96707,11466,50253
2022,Gallura Nord-Est Sardegna,Palau,7,23666,138537,11972,61844
2022,Gallura Nord-Est Sardegna,Palau,8,19948,139526,7802,43697
2022,Gallura Nord-Est Sardegna,Palau,9,17758,92416,11896,55914
2022,Gallura Nord-Est Sardegna,Palau,10,4467,30344,4070,27783
2022,Gallura Nord-Est Sardegna,Palau,11,45,360,42,355
2022,Gallura Nord-Est Sardegna,Palau,12,5,7,1,1
2022,Gallura Nord-Est Sardegna,San Teodoro,1,21,45,0,5
2022,Gallura Nord-Est Sardegna,San Teodoro,2,40,79,7,8
2022,Gallura Nord-Est Sardegna,San Teodoro,3,69,136,11,46
2022,Gallura Nord-Est Sardegna,San Teodoro,4,1840,4704,1101,3272
2022,Gallura Nord-Est Sardegna,San Teodoro,5,10039,38630,7492,31421
2022,Gallura Nord-Est Sardegna,San Teodoro,6,24197,117901,11527,54921
2022,Gallura Nord-Est Sardegna,San Teodoro,7,29858,180419,10738,57950
2022,Gallura Nord-Est Sardegna,San Teodoro,8,29292,195326,7988,43937
2022,Gallura Nord-Est Sardegna,San Teodoro,9,22418,115806,12964,58970
2022,Gallura Nord-Est Sardegna,San Teodoro,10,7340,33046,6436,29578
2022,Gallura Nord-Est Sardegna,San Teodoro,11,213,682,153,414
2022,Gallura Nord-Est Sardegna,San Teodoro,12,22,47,2,2
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,1,31,78,6,27
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,2,53,65,29,33
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,3,56,93,35,64
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,4,1581,4655,1170,3598
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,5,6174,29362,5173,26898
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,6,15456,78343,8035,38628
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,7,23149,136312,11688,62759
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,8,23076,147080,9722,58454
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,9,15056,75069,9430,42744
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,10,2046,8974,1603,7598
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,11,30,120,22,101
2022,Gallura Nord-Est Sardegna,Santa Teresa Gallura,12,32,61,12,34
2022,Gallura Nord-Est Sardegna,Telti,0,18,35,3,13
2022,Gallura Nord-Est Sardegna,Telti,3,5,16,2,8
2022,Gallura Nord-Est Sardegna,Telti,4,19,71,10,51
2022,Gallura Nord-Est Sardegna,Telti,5,32,95,9,38
2022,Gallura Nord-Est Sardegna,Telti,6,65,206,24,90
2022,Gallura Nord-Est Sardegna,Telti,7,250,513,115,254
2022,Gallura Nord-Est Sardegna,Telti,8,289,721,105,343
2022,Gallura Nord-Est Sardegna,Telti,9,86,299,41,167
2022,Gallura Nord-Est Sardegna,Telti,10,15,61,10,48
2022,Gallura Nord-Est Sardegna,Tempio Pausania,1,86,203,27,48
2022,Gallura Nord-Est Sardegna,Tempio Pausania,2,173,329,24,62
2022,Gallura Nord-Est Sardegna,Tempio Pausania,3,216,423,24,55
2022,Gallura Nord-Est Sardegna,Tempio Pausania,4,347,870,99,309
2022,Gallura Nord-Est Sardegna,Tempio Pausania,5,1322,2809,555,1408
2022,Gallura Nord-Est Sardegna,Tempio Pausania,6,1587,4166,747,1947
