anno,letti
2005,215741.0
2006,217317.0
2007,217912.0
2008,220700.0
2009,219007.0
2010,219502.0
2012,220595.0
2013,207192.0
2014,218493.0
2015,219724.0
2016,222277.0
2017,224055.0
2018,228014.0
2019,227430.0
2020,228951.0
2021,229678.0
2022,239609.0
2023,250238.0
2024,258843.0
