anno,letti
2002,144407.0
2003,150134.0
2004,151302.0
2005,153965.0
2006,155540.0
2007,157878.0
2008,162831.0
2009,162342.0
2010,162246.0
2011,154326.0
2012,154471.0
2013,154134.0
2014,151715.0
2015,152078.0
2016,151103.0
2017,154226.0
2018,155790.0
2019,152126.0
2020,152299.0
2021,152346.0
2022,154154.0
2023,154328.0
2024,154438.0
