anno,letti
2002,193245.0
2003,193878.0
2004,188272.0
2005,189878.0
2006,191183.0
2007,194958.0
2008,197634.0
2009,197783.0
2010,195141.0
2011,195141.0
2012,195068.0
2013,187845.0
2014,187764.0
2015,187764.0
2016,188524.0
2017,193518.0
2018,192797.0
2019,191859.0
2020,185161.0
2021,181573.0
2022,185677.0
2023,173921.0
2024,197441.0
