anno,letti
2002,398238.0
2003,404300.0
2004,420139.0
2005,421652.0
2006,434958.0
2007,431862.0
2008,432459.0
2009,434163.0
2010,442066.0
2011,442087.0
2012,445898.0
2013,452750.0
2014,450718.0
2015,459987.0
2016,473092.0
2017,458970.0
2018,461832.0
2019,460669.0
2020,441870.0
2021,450275.0
2022,451516.0
2023,453614.0
2024,466493.0
