anno,provincia,mese,provenienza_turisti,arrivi_totale,presenze_totale,arrivi_alberghiero,presenze_alberghiero,arrivi_extra_alberghiero,presenze_extra_alberghiero
2022,Varese,Aprile,Lussemburgo,245,331,228,295,17,36
2022,Varese,Aprile,Malta,64,273,58,265,6,8
2022,Varese,Aprile,MARCHE,593,1076,534,886,59,190
2022,Varese,Aprile,Messico,178,254,170,237,8,17
2022,Varese,Aprile,MOLISE,101,197,79,141,22,56
2022,Varese,Aprile,Norvegia,337,479,314,429,23,50
2022,Varese,Aprile,Nuova Zelanda,42,55,42,55,0,0
2022,Varese,Aprile,Oceania - altri territori,11,13,11,13,0,0
2022,Varese,Aprile,Paesi Bassi,1527,2799,1224,1951,303,848
2022,Varese,Aprile,PIEMONTE,3668,5612,3167,4579,501,1033
2022,Varese,Aprile,Polonia,608,1084,561,908,47,176
2022,Varese,Aprile,Portogallo,951,1555,910,1348,41,207
2022,Varese,Aprile,PUGLIA,1463,3142,1273,2591,190,551
2022,Varese,Aprile,Regno Unito,3548,5254,3366,4750,182,504
2022,Varese,Aprile,Repubblica Ceca,250,400,224,336,26,64
2022,Varese,Aprile,Romania,654,1389,574,969,80,420
2022,Varese,Aprile,Russia,390,558,350,428,40,130
2022,Varese,Aprile,SARDEGNA,731,1270,650,1042,81,228
2022,Varese,Aprile,SICILIA,1795,4047,1588,3133,207,914
2022,Varese,Aprile,Slovacchia,49,76,43,65,6,11
2022,Varese,Aprile,Slovenia,136,242,119,207,17,35
2022,Varese,Aprile,Spagna,1896,3420,1771,3096,125,324
2022,Varese,Aprile,Stati Uniti d'America,5329,6592,5216,6249,113,343
2022,Varese,Aprile,Sud Africa,94,123,92,101,2,22
2022,Varese,Aprile,Svezia,529,777,519,745,10,32
2022,Varese,Aprile,Svizzera e Liechtenstein,5470,11178,4354,7677,1116,3501
2022,Varese,Aprile,TOSCANA,1595,2550,1422,2037,173,513
2022,Varese,Aprile,TRENTO,336,684,297,566,39,118
2022,Varese,Aprile,Turchia,224,356,214,333,10,23
2022,Varese,Aprile,Ucraina,589,1531,505,1096,84,435
2022,Varese,Aprile,UMBRIA,314,636,274,487,40,149
2022,Varese,Aprile,Ungheria,297,539,276,495,21,44
2022,Varese,Aprile,VALLE D'AOSTA,146,193,120,136,26,57
2022,Varese,Aprile,VENETO,2423,4275,2064,3442,359,833
2022,Varese,Aprile,Venezuela,50,61,46,53,4,8
2022,Varese,Dicembre,ABRUZZO,332,644,287,550,45,94
2022,Varese,Dicembre,Altri Paesi Africa Mediterranea,331,558,324,532,7,26
2022,Varese,Dicembre,Altri Paesi Asia Occidentale,3139,3535,3132,3475,7,60
2022,Varese,Dicembre,Altri Paesi del Centro - Sud America,493,733,467,595,26,138
2022,Varese,Dicembre,Altri Paesi dell'Africa,399,694,389,674,10,20
2022,Varese,Dicembre,Altri Paesi dell'Asia,2641,3666,2599,3562,42,104
2022,Varese,Dicembre,Altri Paesi Europei,813,1248,768,1092,45,156
2022,Varese,Dicembre,Argentina,97,207,85,116,12,91
2022,Varese,Dicembre,Austria,379,654,370,629,9,25
2022,Varese,Dicembre,Australia,396,694,384,671,12,23
2022,Varese,Dicembre,BASILICATA,227,608,191,470,36,138
2022,Varese,Dicembre,Belgio,499,861,477,778,22,83
2022,Varese,Dicembre,BOLZANO - BOZEN,274,364,256,335,18,29
2022,Varese,Dicembre,Brasile,971,1454,948,1287,23,167
2022,Varese,Dicembre,Bulgaria,66,188,63,166,3,22
2022,Varese,Dicembre,CALABRIA,808,1788,731,1407,77,381
2022,Varese,Dicembre,CAMPANIA,1781,4236,1629,3507,152,729
2022,Varese,Dicembre,Canada,333,533,324,474,9,59
2022,Varese,Dicembre,Cina,670,834,643,781,27,53
2022,Varese,Dicembre,Cipro,36,53,36,53,0,0
2022,Varese,Dicembre,Corea del Sud,745,818,732,803,13,15
2022,Varese,Dicembre,Croazia,288,599,285,555,3,44
2022,Varese,Dicembre,Danimarca,160,289,150,244,10,45
2022,Varese,Dicembre,Egitto,176,236,172,225,4,11
2022,Varese,Dicembre,EMILIA-ROMAGNA,2748,3962,2519,3406,229,556
2022,Varese,Dicembre,Estonia,123,152,119,148,4,4
2022,Varese,Dicembre,Finlandia,181,378,171,361,10,17
2022,Varese,Dicembre,Francia,1633,4019,1469,3489,164,530
2022,Varese,Dicembre,FRIULI-VENEZIA GIULIA,536,1021,484,859,52,162
2022,Varese,Dicembre,Germania,2235,4042,2038,3346,197,696
2022,Varese,Dicembre,Giappone,255,400,248,381,7,19
2022,Varese,Dicembre,Grecia,355,654,337,495,18,159
2022,Varese,Dicembre,India,639,881,617,782,22,99
2022,Varese,Dicembre,Irlanda,209,465,188,374,21,91
2022,Varese,Dicembre,Islanda,143,150,142,149,1,1
2022,Varese,Dicembre,Israele,1499,1766,1472,1719,27,47
2022,Varese,Dicembre,LAZIO,2142,4277,1988,3614,154,663
2022,Varese,Dicembre,Lettonia,91,149,79,113,12,36
2022,Varese,Dicembre,LIGURIA,1705,2498,1597,2090,108,408
2022,Varese,Dicembre,Lituania,265,323,260,310,5,13
2022,Varese,Dicembre,LOMBARDIA,17106,25287,15987,21511,1119,3776
2022,Varese,Dicembre,Lussemburgo,118,190,118,190,0,0
2022,Varese,Dicembre,Malta,93,102,92,100,1,2
2022,Varese,Dicembre,MARCHE,729,1252,662,1038,67,214
2022,Varese,Dicembre,Messico,201,328,197,289,4,39
2022,Varese,Dicembre,MOLISE,95,292,77,183,18,109
2022,Varese,Dicembre,Non specificato,5,5,5,5,0,0
2022,Varese,Dicembre,Norvegia,96,198,96,198,0,0
2022,Varese,Dicembre,Nuova Zelanda,46,102,46,102,0,0
2022,Varese,Dicembre,Oceania - altri territori,14,31,14,31,0,0
2022,Varese,Dicembre,Paesi Bassi,557,1262,509,1151,48,111
2022,Varese,Dicembre,PIEMONTE,3553,5263,3274,4531,279,732
2022,Varese,Dicembre,Polonia,342,630,323,460,19,170
2022,Varese,Dicembre,Portogallo,699,1403,680,1337,19,66
2022,Varese,Dicembre,PUGLIA,1761,3771,1639,3089,122,682
2022,Varese,Dicembre,Regno Unito,1972,3205,1918,2995,54,210
2022,Varese,Dicembre,Repubblica Ceca,142,204,131,193,11,11
2022,Varese,Dicembre,Romania,564,1422,521,1049,43,373
2022,Varese,Dicembre,Russia,716,929,696,818,20,111
2022,Varese,Dicembre,SARDEGNA,1010,1623,937,1299,73,324
2022,Varese,Dicembre,SICILIA,2470,5165,2264,4157,206,1008
2022,Varese,Dicembre,Slovacchia,41,65,39,60,2,5
2022,Varese,Dicembre,Slovenia,86,164,73,151,13,13
2022,Varese,Dicembre,Spagna,1133,1950,1054,1682,79,268
2022,Varese,Dicembre,Stati Uniti d'America,4265,5429,4177,5137,88,292
2022,Varese,Dicembre,Sud Africa,131,176,125,144,6,32
2022,Varese,Dicembre,Svezia,139,263,132,252,7,11
2022,Varese,Dicembre,Svizzera e Liechtenstein,2380,3423,2217,2993,163,430
2022,Varese,Dicembre,TOSCANA,2166,3358,1991,2697,175,661
2022,Varese,Dicembre,TRENTO,324,535,298,460,26,75
2022,Varese,Dicembre,Turchia,708,884,695,787,13,97
2022,Varese,Dicembre,Ucraina,432,668,387,492,45,176
2022,Varese,Dicembre,UMBRIA,345,561,302,468,43,93
2022,Varese,Dicembre,Ungheria,170,420,156,351,14,69
2022,Varese,Dicembre,VALLE D'AOSTA,113,163,107,113,6,50
2022,Varese,Dicembre,VENETO,2539,3911,2347,3315,192,596
2022,Varese,Dicembre,Venezuela,46,91,39,54,7,37
2022,Varese,Febbraio,ABRUZZO,239,390,209,330,30,60
2022,Varese,Febbraio,Altri Paesi Africa Mediterranea,284,590,271,414,13,176
2022,Varese,Febbraio,Altri Paesi Asia Occidentale,308,539,297,407,11,132
2022,Varese,Febbraio,Altri Paesi del Centro - Sud America,405,537,394,492,11,45
2022,Varese,Febbraio,Altri Paesi dell'Africa,302,419,300,417,2,2
2022,Varese,Febbraio,Altri Paesi dell'Asia,624,868,617,837,7,31
2022,Varese,Febbraio,Altri Paesi Europei,444,967,435,921,9,46
2022,Varese,Febbraio,Argentina,120,260,104,182,16,78
2022,Varese,Febbraio,Austria,293,480,266,422,27,58
2022,Varese,Febbraio,Australia,139,250,133,210,6,40
2022,Varese,Febbraio,BASILICATA,149,555,139,468,10,87
2022,Varese,Febbraio,Belgio,414,652,400,609,14,43
2022,Varese,Febbraio,BOLZANO - BOZEN,206,295,196,259,10,36
2022,Varese,Febbraio,Brasile,367,619,354,527,13,92
2022,Varese,Febbraio,Bulgaria,82,153,74,113,8,40
2022,Varese,Febbraio,CALABRIA,627,1421,559,1083,68,338
2022,Varese,Febbraio,CAMPANIA,1226,3746,1066,2593,160,1153
2022,Varese,Febbraio,Canada,148,206,146,197,2,9
2022,Varese,Febbraio,Cina,130,190,125,177,5,13
2022,Varese,Febbraio,Cipro,120,130,118,128,2,2
2022,Varese,Febbraio,Corea del Sud,135,140,134,139,1,1
2022,Varese,Febbraio,Croazia,82,326,73,134,9,192
2022,Varese,Febbraio,Danimarca,569,707,562,693,7,14
2022,Varese,Febbraio,Egitto,131,200,127,176,4,24
2022,Varese,Febbraio,EMILIA-ROMAGNA,1551,2444,1442,2202,109,242
2022,Varese,Febbraio,Estonia,62,140,53,131,9,9
2022,Varese,Febbraio,Finlandia,245,273,231,258,14,15
2022,Varese,Febbraio,Francia,1685,2974,1574,2768,111,206
2022,Varese,Febbraio,FRIULI-VENEZIA GIULIA,310,615,287,508,23,107
2022,Varese,Febbraio,Germania,1754,3316,1582,2797,172,519
2022,Varese,Febbraio,Giappone,86,267,85,266,1,1
2022,Varese,Febbraio,Grecia,179,224,179,224,0,0
2022,Varese,Febbraio,India,316,438,314,435,2,3
2022,Varese,Febbraio,Irlanda,174,312,171,307,3,5
2022,Varese,Febbraio,Islanda,144,151,144,151,0,0
2022,Varese,Febbraio,Israele,786,910,764,884,22,26
2022,Varese,Febbraio,LAZIO,1301,2891,1152,2311,149,580
2022,Varese,Febbraio,Lettonia,123,146,123,146,0,0
2022,Varese,Febbraio,LIGURIA,1000,1525,920,1315,80,210
2022,Varese,Febbraio,Lituania,439,505,424,472,15,33
2022,Varese,Febbraio,LOMBARDIA,12145,19232,11351,16115,794,3117
2022,Varese,Febbraio,Lussemburgo,71,100,68,90,3,10
2022,Varese,Febbraio,Malta,19,49,19,49,0,0
2022,Varese,Febbraio,MARCHE,462,745,416,599,46,146
2022,Varese,Febbraio,Messico,75,158,73,112,2,46
2022,Varese,Febbraio,MOLISE,53,172,48,134,5,38
2022,Varese,Febbraio,Nord America - altri territori,1,1,1,1,0,0
2022,Varese,Febbraio,Norvegia,91,118,90,117,1,1
2022,Varese,Febbraio,Nuova Zelanda,23,43,23,43,0,0
2022,Varese,Febbraio,Oceania - altri territori,6,18,6,18,0,0
2022,Varese,Febbraio,Paesi Bassi,696,1500,666,1433,30,67
2022,Varese,Febbraio,PIEMONTE,2631,4141,2315,3315,316,826
2022,Varese,Febbraio,Polonia,320,493,300,400,20,93
2022,Varese,Febbraio,Portogallo,396,615,381,520,15,95
2022,Varese,Febbraio,PUGLIA,1065,2542,963,2026,102,516
2022,Varese,Febbraio,Regno Unito,2131,2921,2070,2755,61,166
2022,Varese,Febbraio,Repubblica Ceca,97,154,87,132,10,22
2022,Varese,Febbraio,Romania,416,984,394,813,22,171
2022,Varese,Febbraio,Russia,393,581,372,429,21,152
2022,Varese,Febbraio,SARDEGNA,562,1129,513,780,49,349
2022,Varese,Febbraio,SICILIA,1610,3511,1474,2763,136,748
2022,Varese,Febbraio,Slovacchia,30,62,26,58,4,4
2022,Varese,Febbraio,Slovenia,107,241,87,159,20,82
2022,Varese,Febbraio,Spagna,979,1577,930,1384,49,193
2022,Varese,Febbraio,Stati Uniti d'America,1869,2642,1846,2453,23,189
2022,Varese,Febbraio,Sud Africa,64,79,62,71,2,8
2022,Varese,Febbraio,Svezia,508,623,502,600,6,23
2022,Varese,Febbraio,Svizzera e Liechtenstein,1749,3162,1637,2931,112,231
2022,Varese,Febbraio,TOSCANA,1087,1748,996,1446,91,302
2022,Varese,Febbraio,TRENTO,239,422,230,401,9,21
2022,Varese,Febbraio,Turchia,142,216,131,176,11,40
2022,Varese,Febbraio,Ucraina,263,442,250,317,13,125
2022,Varese,Febbraio,UMBRIA,209,474,185,322,24,152
2022,Varese,Febbraio,Ungheria,133,277,128,270,5,7
2022,Varese,Febbraio,VALLE D'AOSTA,86,110,77,101,9,9
2022,Varese,Febbraio,VENETO,1698,2936,1566,2624,132,312
2022,Varese,Febbraio,Venezuela,29,37,29,37,0,0
2022,Varese,Gennaio,ABRUZZO,181,325,161,264,20,61
2022,Varese,Gennaio,Altri Paesi Africa Mediterranea,279,572,270,390,9,182
2022,Varese,Gennaio,Altri Paesi Asia Occidentale,282,506,269,443,13,63
2022,Varese,Gennaio,Altri Paesi del Centro - Sud America,337,505,320,399,17,106
2022,Varese,Gennaio,Altri Paesi dell'Africa,325,388,321,379,4,9
2022,Varese,Gennaio,Altri Paesi dell'Asia,680,837,667,799,13,38
2022,Varese,Gennaio,Altri Paesi Europei,369,822,347,695,22,127
2022,Varese,Gennaio,Argentina,101,138,98,126,3,12
2022,Varese,Gennaio,Austria,178,306,172,241,6,65
2022,Varese,Gennaio,Australia,176,220,175,216,1,4
2022,Varese,Gennaio,BASILICATA,115,455,102,379,13,76
2022,Varese,Gennaio,Belgio,391,519,386,511,5,8
2022,Varese,Gennaio,BOLZANO - BOZEN,141,190,129,167,12,23
2022,Varese,Gennaio,Brasile,744,949,733,888,11,61
2022,Varese,Gennaio,Bulgaria,71,86,71,80,0,6
2022,Varese,Gennaio,CALABRIA,541,1298,479,1010,62,288
2022,Varese,Gennaio,CAMPANIA,1100,3593,963,2693,137,900
2022,Varese,Gennaio,Canada,156,183,149,172,7,11
2022,Varese,Gennaio,Cina,146,199,142,195,4,4
2022,Varese,Gennaio,Cipro,77,83,76,82,1,1
2022,Varese,Gennaio,Corea del Sud,108,136,105,129,3,7
2022,Varese,Gennaio,Croazia,67,364,51,173,16,191
2022,Varese,Gennaio,Danimarca,144,202,144,202,0,0
2022,Varese,Gennaio,Egitto,126,148,125,147,1,1
2022,Varese,Gennaio,EMILIA-ROMAGNA,1389,2234,1266,1959,123,275
2022,Varese,Gennaio,Estonia,69,138,69,138,0,0
2022,Varese,Gennaio,Finlandia,117,131,115,129,2,2
2022,Varese,Gennaio,Francia,862,1372,836,1321,26,51
2022,Varese,Gennaio,FRIULI-VENEZIA GIULIA,336,637,302,540,34,97
2022,Varese,Gennaio,Germania,1285,2629,1213,2279,72,350
2022,Varese,Gennaio,Giappone,88,238,84,233,4,5
2022,Varese,Gennaio,Grecia,207,328,207,328,0,0
2022,Varese,Gennaio,India,238,339,236,337,2,2
2022,Varese,Gennaio,Irlanda,172,289,171,288,1,1
2022,Varese,Gennaio,Islanda,98,102,98,102,0,0
2022,Varese,Gennaio,Israele,398,441,391,434,7,7
2022,Varese,Gennaio,LAZIO,1046,2681,944,2193,102,488
2022,Varese,Gennaio,Lettonia,138,154,137,153,1,1
2022,Varese,Gennaio,LIGURIA,864,1396,795,1208,69,188
2022,Varese,Gennaio,Lituania,267,326,257,271,10,55
2022,Varese,Gennaio,LOMBARDIA,12275,19635,11630,16238,645,3397
2022,Varese,Gennaio,Lussemburgo,64,74,64,74,0,0
2022,Varese,Gennaio,Malta,25,35,25,35,0,0
2022,Varese,Gennaio,MARCHE,373,565,350,449,23,116
2022,Varese,Gennaio,Messico,70,81,70,80,0,1
2022,Varese,Gennaio,MOLISE,49,156,46,120,3,36
2022,Varese,Gennaio,Non specificato,1,2,1,2,0,0
2022,Varese,Gennaio,Norvegia,60,70,60,70,0,0
2022,Varese,Gennaio,Nuova Zelanda,30,36,30,36,0,0
2022,Varese,Gennaio,Oceania - altri territori,20,30,20,30,0,0
2022,Varese,Gennaio,Paesi Bassi,558,985,539,934,19,51
2022,Varese,Gennaio,PIEMONTE,2305,3934,2060,3074,245,860
2022,Varese,Gennaio,Polonia,316,417,309,403,7,14
2022,Varese,Gennaio,Portogallo,242,373,236,366,6,7
2022,Varese,Gennaio,PUGLIA,915,2158,846,1823,69,335
2022,Varese,Gennaio,Regno Unito,1058,1635,1027,1573,31,62
2022,Varese,Gennaio,Repubblica Ceca,83,137,79,128,4,9
2022,Varese,Gennaio,Romania,378,956,355,799,23,157
2022,Varese,Gennaio,Russia,365,447,344,398,21,49
2022,Varese,Gennaio,SARDEGNA,494,952,451,678,43,274
2022,Varese,Gennaio,SICILIA,1226,2703,1109,1992,117,711
2022,Varese,Gennaio,Slovacchia,28,93,27,92,1,1
2022,Varese,Gennaio,Slovenia,50,142,48,140,2,2
2022,Varese,Gennaio,Spagna,569,966,541,846,28,120
2022,Varese,Gennaio,Stati Uniti d'America,2101,2688,2062,2382,39,306
2022,Varese,Gennaio,Sud Africa,68,78,67,77,1,1
2022,Varese,Gennaio,Svezia,235,319,233,297,2,22
2022,Varese,Gennaio,Svizzera e Liechtenstein,996,1362,931,1231,65,131
2022,Varese,Gennaio,TOSCANA,855,1422,762,1052,93,370
2022,Varese,Gennaio,TRENTO,257,370,240,337,17,33
2022,Varese,Gennaio,Turchia,127,146,127,146,0,0
2022,Varese,Gennaio,Ucraina,405,481,402,475,3,6
2022,Varese,Gennaio,UMBRIA,183,427,153,312,30,115
2022,Varese,Gennaio,Ungheria,128,345,126,343,2,2
2022,Varese,Gennaio,VALLE D'AOSTA,52,87,51,86,1,1
2022,Varese,Gennaio,VENETO,1426,2484,1343,2247,83,237
2022,Varese,Gennaio,Venezuela,49,96,40,59,9,37
2022,Varese,Giugno,ABRUZZO,405,969,339,817,66,152
2022,Varese,Giugno,Altri Paesi Africa Mediterranea,371,829,339,555,32,274
2022,Varese,Giugno,Altri Paesi Asia Occidentale,806,1357,781,1293,25,64
2022,Varese,Giugno,Altri Paesi del Centro - Sud America,771,1057,726,941,45,116
2022,Varese,Giugno,Altri Paesi dell'Africa,454,743,441,722,13,21
2022,Varese,Giugno,Altri Paesi dell'Asia,1644,2833,1548,2441,96,392
2022,Varese,Giugno,Altri Paesi Europei,922,1873,869,1667,53,206
2022,Varese,Giugno,Argentina,272,424,244,342,28,82
2022,Varese,Giugno,Austria,808,1623,658,1193,150,430
2022,Varese,Giugno,Australia,876,1498,851,1398,25,100
2022,Varese,Giugno,BASILICATA,257,839,218,696,39,143
2022,Varese,Giugno,Belgio,1498,2792,1294,2184,204,608
2022,Varese,Giugno,BOLZANO - BOZEN,241,370,195,306,46,64
2022,Varese,Giugno,Brasile,1548,2164,1459,1936,89,228
2022,Varese,Giugno,Bulgaria,215,501,176,378,39,123
2022,Varese,Giugno,CALABRIA,758,1611,647,1317,111,294
2022,Varese,Giugno,CAMPANIA,1776,4967,1554,3959,222,1008
2022,Varese,Giugno,Canada,1014,1725,963,1606,51,119
2022,Varese,Giugno,Cina,419,660,387,577,32,83
2022,Varese,Giugno,Cipro,90,109,85,101,5,8
2022,Varese,Giugno,Corea del Sud,570,656,563,649,7,7
2022,Varese,Giugno,Croazia,142,280,132,229,10,51
2022,Varese,Giugno,Danimarca,396,817,359,558,37,259
2022,Varese,Giugno,Egitto,176,311,167,259,9,52
2022,Varese,Giugno,EMILIA-ROMAGNA,1990,3263,1714,2753,276,510
2022,Varese,Giugno,Estonia,229,334,215,308,14,26
2022,Varese,Giugno,Finlandia,539,779,492,633,47,146
2022,Varese,Giugno,Francia,3643,7705,2978,5747,665,1958
2022,Varese,Giugno,FRIULI-VENEZIA GIULIA,608,1223,511,1013,97,210
2022,Varese,Giugno,Germania,14202,43289,7478,14489,6724,28800
2022,Varese,Giugno,Giappone,312,497,298,471,14,26
2022,Varese,Giugno,Grecia,292,470,266,389,26,81
2022,Varese,Giugno,India,977,1411,936,1323,41,88
2022,Varese,Giugno,Irlanda,539,933,480,789,59,144
2022,Varese,Giugno,Islanda,659,688,650,679,9,9
2022,Varese,Giugno,Israele,1979,2360,1836,2124,143,236
2022,Varese,Giugno,LAZIO,2017,4469,1747,3588,270,881
2022,Varese,Giugno,Lettonia,88,181,59,80,29,101
2022,Varese,Giugno,LIGURIA,1474,2784,1276,2013,198,771
2022,Varese,Giugno,Lituania,261,395,223,313,38,82
2022,Varese,Giugno,LOMBARDIA,16851,31589,14211,20128,2640,11461
2022,Varese,Giugno,Lussemburgo,132,241,118,186,14,55
2022,Varese,Giugno,Malta,103,234,90,203,13,31
2022,Varese,Giugno,MARCHE,742,1433,677,1174,65,259
2022,Varese,Giugno,Messico,312,476,295,425,17,51
2022,Varese,Giugno,MOLISE,74,158,71,136,3,22
2022,Varese,Giugno,Non specificato,156,172,155,170,1,2
2022,Varese,Giugno,Nord America - altri territori,3,25,3,25,0,0
2022,Varese,Giugno,Norvegia,423,619,399,567,24,52
2022,Varese,Giugno,Nuova Zelanda,89,104,87,100,2,4
2022,Varese,Giugno,Oceania - altri territori,13,30,13,30,0,0
2022,Varese,Giugno,Paesi Bassi,2789,6387,2075,3543,714,2844
2022,Varese,Giugno,PIEMONTE,3488,5379,2886,4081,602,1298
2022,Varese,Giugno,Polonia,1090,2130,975,1785,115,345
2022,Varese,Giugno,Portogallo,902,1753,846,1614,56,139
2022,Varese,Giugno,PUGLIA,1519,3506,1291,2901,228,605
2022,Varese,Giugno,Regno Unito,4268,6714,3901,5656,367,1058
2022,Varese,Giugno,Repubblica Ceca,338,601,288,486,50,115
2022,Varese,Giugno,Romania,807,1586,731,1355,76,231
2022,Varese,Giugno,Russia,494,773,446,614,48,159
2022,Varese,Giugno,SARDEGNA,490,1062,412,806,78,256
2022,Varese,Giugno,SICILIA,1866,3865,1587,2887,279,978
2022,Varese,Giugno,Slovacchia,56,102,45,73,11,29
2022,Varese,Giugno,Slovenia,192,431,173,391,19,40
2022,Varese,Giugno,Spagna,1711,3103,1558,2646,153,457
2022,Varese,Giugno,Stati Uniti d'America,11622,14861,11123,13749,499,1112
2022,Varese,Giugno,Sud Africa,176,249,170,234,6,15
2022,Varese,Giugno,Svezia,720,1199,651,920,69,279
2022,Varese,Giugno,Svizzera e Liechtenstein,4300,8316,3492,5200,808,3116
2022,Varese,Giugno,TOSCANA,1619,2943,1343,2185,276,758
2022,Varese,Giugno,TRENTO,359,661,294,512,65,149
2022,Varese,Giugno,Turchia,615,808,600,765,15,43
2022,Varese,Giugno,Ucraina,509,1236,418,790,91,446
2022,Varese,Giugno,UMBRIA,328,651,299,600,29,51
2022,Varese,Giugno,Ungheria,378,897,323,750,55,147
2022,Varese,Giugno,VALLE D'AOSTA,128,162,97,115,31,47
2022,Varese,Giugno,VENETO,2326,4360,1994,3560,332,800
2022,Varese,Giugno,Venezuela,44,75,39,40,5,35
2022,Varese,Luglio,ABRUZZO,372,800,303,652,69,148
2022,Varese,Luglio,Altri Paesi Africa Mediterranea,501,881,455,681,46,200
2022,Varese,Luglio,Altri Paesi Asia Occidentale,1150,2028,1097,1906,53,122
2022,Varese,Luglio,Altri Paesi del Centro - Sud America,776,1221,704,971,72,250
2022,Varese,Luglio,Altri Paesi dell'Africa,422,568,406,534,16,34
2022,Varese,Luglio,Altri Paesi dell'Asia,1695,2528,1600,2170,95,358
2022,Varese,Luglio,Altri Paesi Europei,852,1837,763,1500,89,337
2022,Varese,Luglio,Argentina,260,494,252,450,8,44
2022,Varese,Luglio,Austria,776,1765,585,1131,191,634
2022,Varese,Luglio,Australia,1412,3356,1317,3059,95,297
2022,Varese,Luglio,BASILICATA,203,562,156,365,47,197
2022,Varese,Luglio,Belgio,6057,10494,4841,6834,1216,3660
2022,Varese,Luglio,BOLZANO - BOZEN,231,290,206,255,25,35
2022,Varese,Luglio,Brasile,1562,2078,1510,1935,52,143
2022,Varese,Luglio,Bulgaria,290,670,278,596,12,74
2022,Varese,Luglio,CALABRIA,687,1517,590,1212,97,305
2022,Varese,Luglio,CAMPANIA,1727,4580,1534,3642,193,938
2022,Varese,Luglio,Canada,1043,2754,983,2390,60,364
2022,Varese,Luglio,Cina,453,1006,429,972,24,34
2022,Varese,Luglio,Cipro,72,93,63,79,9,14
2022,Varese,Luglio,Corea del Sud,541,722,506,594,35,128
2022,Varese,Luglio,Croazia,139,359,127,319,12,40
2022,Varese,Luglio,Danimarca,2023,4190,1703,2615,320,1575
2022,Varese,Luglio,Egitto,230,429,227,426,3,3
2022,Varese,Luglio,EMILIA-ROMAGNA,2073,3361,1733,2681,340,680
2022,Varese,Luglio,Estonia,327,594,297,538,30,56
2022,Varese,Luglio,Finlandia,722,1098,654,980,68,118
2022,Varese,Luglio,Francia,5486,13277,3614,6655,1872,6622
2022,Varese,Luglio,FRIULI-VENEZIA GIULIA,496,1010,441,832,55,178
2022,Varese,Luglio,Germania,11760,37031,6608,12597,5152,24434
2022,Varese,Luglio,Giappone,300,800,291,727,9,73
2022,Varese,Luglio,Grecia,342,905,323,851,19,54
2022,Varese,Luglio,India,787,1204,751,1120,36,84
2022,Varese,Luglio,Irlanda,596,1173,537,959,59,214
2022,Varese,Luglio,Islanda,496,601,472,559,24,42
2022,Varese,Luglio,Israele,2236,3216,2058,2740,178,476
2022,Varese,Luglio,LAZIO,2130,4659,1897,3867,233,792
2022,Varese,Luglio,Lettonia,171,376,165,361,6,15
2022,Varese,Luglio,LIGURIA,1520,2626,1328,2050,192,576
2022,Varese,Luglio,Lituania,183,542,164,477,19,65
2022,Varese,Luglio,LOMBARDIA,16820,30047,14431,20346,2389,9701
2022,Varese,Luglio,Lussemburgo,190,306,154,222,36,84
2022,Varese,Luglio,Malta,94,286,88,263,6,23
2022,Varese,Luglio,MARCHE,518,1010,434,730,84,280
2022,Varese,Luglio,Messico,398,663,371,555,27,108
2022,Varese,Luglio,MOLISE,85,199,79,169,6,30
2022,Varese,Luglio,Non specificato,132,178,132,178,0,0
2022,Varese,Luglio,Norvegia,1249,1846,1159,1547,90,299
2022,Varese,Luglio,Nuova Zelanda,248,575,221,458,27,117
2022,Varese,Luglio,Oceania - altri territori,20,28,19,24,1,4
2022,Varese,Luglio,Paesi Bassi,7954,17606,5309,7033,2645,10573
2022,Varese,Luglio,PIEMONTE,3563,5828,3082,4520,481,1308
2022,Varese,Luglio,Polonia,1359,2886,1144,2310,215,576
2022,Varese,Luglio,Portogallo,674,1082,629,970,45,112
2022,Varese,Luglio,PUGLIA,1356,3089,1167,2488,189,601
2022,Varese,Luglio,Regno Unito,4257,7883,3708,5766,549,2117
2022,Varese,Luglio,Repubblica Ceca,643,1512,484,1015,159,497
2022,Varese,Luglio,Romania,1185,2941,1055,2583,130,358
2022,Varese,Luglio,Russia,615,907,562,709,53,198
2022,Varese,Luglio,SARDEGNA,516,1027,445,877,71,150
2022,Varese,Luglio,SICILIA,1877,3584,1682,2940,195,644
2022,Varese,Luglio,Slovacchia,106,209,43,77,63,132
2022,Varese,Luglio,Slovenia,165,341,135,272,30,69
2022,Varese,Luglio,Spagna,1738,3321,1456,2610,282,711
2022,Varese,Luglio,Stati Uniti d'America,12125,15571,11589,14123,536,1448
2022,Varese,Luglio,Sud Africa,265,604,248,541,17,63
2022,Varese,Luglio,Svezia,1062,1514,926,1215,136,299
2022,Varese,Luglio,Svizzera e Liechtenstein,6362,13043,4909,7128,1453,5915
2022,Varese,Luglio,TOSCANA,1559,2572,1377,2056,182,516
2022,Varese,Luglio,TRENTO,263,419,220,313,43,106
2022,Varese,Luglio,Turchia,820,1113,800,1074,20,39
2022,Varese,Luglio,Ucraina,558,1319,474,889,84,430
2022,Varese,Luglio,UMBRIA,300,631,256,520,44,111
2022,Varese,Luglio,Ungheria,472,1237,410,1000,62,237
2022,Varese,Luglio,VALLE D'AOSTA,104,131,75,83,29,48
2022,Varese,Luglio,VENETO,2261,3880,1977,3201,284,679
