anno,provincia,mese,provenienza_turisti,arrivi_totale,presenze_totale,arrivi_alberghiero,presenze_alberghiero,arrivi_extra_alberghiero,presenze_extra_alberghiero
2019,Bergamo,Agosto,ABRUZZO,673,1367,520,1001,153,366
2019,Bergamo,Agosto,Altri Paesi Africa Mediterranea,219,358,180,277,39,81
2019,Bergamo,Agosto,Altri Paesi Asia Occidentale,364,730,267,528,97,202
2019,Bergamo,Agosto,Altri Paesi del Centro - Sud America,440,898,281,519,159,379
2019,Bergamo,Agosto,Altri Paesi dell'Africa,215,731,166,563,49,168
2019,Bergamo,Agosto,Altri Paesi dell'Asia,349,819,218,506,131,313
2019,Bergamo,Agosto,Altri Paesi Europei,945,2125,684,1382,261,743
2019,Bergamo,Agosto,Argentina,183,402,124,317,59,85
2019,Bergamo,Agosto,Austria,705,1473,444,780,261,693
2019,Bergamo,Agosto,Australia,476,1011,329,668,147,343
2019,Bergamo,Agosto,BASILICATA,232,551,205,438,27,113
2019,Bergamo,Agosto,Belgio,1901,5371,943,2031,958,3340
2019,Bergamo,Agosto,BOLZANO - BOZEN,373,542,300,386,73,156
2019,Bergamo,Agosto,Brasile,470,933,331,569,139,364
2019,Bergamo,Agosto,Bulgaria,711,1088,479,663,232,425
2019,Bergamo,Agosto,CALABRIA,700,1666,497,1277,203,389
2019,Bergamo,Agosto,CAMPANIA,1641,3925,1246,3021,395,904
2019,Bergamo,Agosto,Canada,292,486,212,327,80,159
2019,Bergamo,Agosto,Cina,536,864,448,748,88,116
2019,Bergamo,Agosto,Cipro,105,147,78,103,27,44
2019,Bergamo,Agosto,Corea del Sud,836,918,764,786,72,132
2019,Bergamo,Agosto,Croazia,123,278,92,218,31,60
2019,Bergamo,Agosto,Danimarca,619,1321,387,689,232,632
2019,Bergamo,Agosto,Egitto,109,166,93,124,16,42
2019,Bergamo,Agosto,EMILIA-ROMAGNA,4315,9234,2897,5359,1418,3875
2019,Bergamo,Agosto,Estonia,459,579,248,280,211,299
2019,Bergamo,Agosto,Finlandia,329,780,217,455,112,325
2019,Bergamo,Agosto,Francia,7950,15831,4252,7107,3698,8724
2019,Bergamo,Agosto,FRIULI-VENEZIA GIULIA,1078,2108,818,1657,260,451
2019,Bergamo,Agosto,Germania,6584,18575,3527,7597,3057,10978
2019,Bergamo,Agosto,Giappone,173,284,114,203,59,81
2019,Bergamo,Agosto,Grecia,341,572,219,331,122,241
2019,Bergamo,Agosto,India,135,361,105,323,30,38
2019,Bergamo,Agosto,Irlanda,994,1989,695,1220,299,769
2019,Bergamo,Agosto,Islanda,38,97,34,73,4,24
2019,Bergamo,Agosto,Israele,2449,3425,1457,2063,992,1362
2019,Bergamo,Agosto,LAZIO,3279,7742,2537,5802,742,1940
2019,Bergamo,Agosto,Lettonia,432,651,251,337,181,314
2019,Bergamo,Agosto,LIGURIA,2233,4319,1743,3278,490,1041
2019,Bergamo,Agosto,Lituania,524,753,293,374,231,379
2019,Bergamo,Agosto,LOMBARDIA,32795,117377,18582,58311,14213,59066
2019,Bergamo,Agosto,Lussemburgo,228,453,146,234,82,219
2019,Bergamo,Agosto,Malta,153,395,121,337,32,58
2019,Bergamo,Agosto,MARCHE,1144,2313,808,1493,336,820
2019,Bergamo,Agosto,Messico,167,444,96,317,71,127
2019,Bergamo,Agosto,MOLISE,256,985,214,929,42,56
2019,Bergamo,Agosto,Non specificato,104,185,16,53,88,132
2019,Bergamo,Agosto,Nord America - altri territori,1,1,1,1,0,0
2019,Bergamo,Agosto,Norvegia,461,788,335,499,126,289
2019,Bergamo,Agosto,Nuova Zelanda,55,130,26,43,29,87
2019,Bergamo,Agosto,Oceania - altri territori,13,29,9,14,4,15
2019,Bergamo,Agosto,Paesi Bassi,2719,10261,1085,2444,1634,7817
2019,Bergamo,Agosto,PIEMONTE,5788,9571,4397,7284,1391,2287
2019,Bergamo,Agosto,Polonia,3912,8822,1836,3539,2076,5283
2019,Bergamo,Agosto,Portogallo,659,1017,483,764,176,253
2019,Bergamo,Agosto,PUGLIA,1597,4659,1110,3354,487,1305
2019,Bergamo,Agosto,Regno Unito,3090,7880,1862,4098,1228,3782
2019,Bergamo,Agosto,Repubblica Ceca,636,1544,323,784,313,760
2019,Bergamo,Agosto,Romania,2018,5015,1456,3784,562,1231
2019,Bergamo,Agosto,Russia,1761,2929,747,1139,1014,1790
2019,Bergamo,Agosto,SARDEGNA,707,1704,523,1154,184,550
2019,Bergamo,Agosto,SICILIA,1519,4817,1173,3505,346,1312
2019,Bergamo,Agosto,Slovacchia,97,281,45,119,52,162
2019,Bergamo,Agosto,Slovenia,180,386,124,269,56,117
2019,Bergamo,Agosto,Spagna,4418,8086,2301,3866,2117,4220
2019,Bergamo,Agosto,Stati Uniti d'America,1443,3398,955,2168,488,1230
2019,Bergamo,Agosto,Sud Africa,33,111,18,44,15,67
2019,Bergamo,Agosto,Svezia,951,2025,679,1550,272,475
2019,Bergamo,Agosto,Svizzera e Liechtenstein,2505,4163,1756,2882,749,1281
2019,Bergamo,Agosto,TOSCANA,3445,6084,2766,4706,679,1378
2019,Bergamo,Agosto,TRENTO,493,817,307,555,186,262
2019,Bergamo,Agosto,Turchia,311,403,269,332,42,71
2019,Bergamo,Agosto,Ucraina,1450,1877,1075,1309,375,568
2019,Bergamo,Agosto,UMBRIA,458,880,379,654,79,226
2019,Bergamo,Agosto,Ungheria,536,1264,342,716,194,548
2019,Bergamo,Agosto,VALLE D'AOSTA,181,313,141,250,40,63
2019,Bergamo,Agosto,VENETO,4236,8135,2849,5051,1387,3084
2019,Bergamo,Agosto,Venezuela,34,55,27,40,7,15
2019,Bergamo,Aprile,ABRUZZO,643,1249,466,857,177,392
2019,Bergamo,Aprile,Altri Paesi Africa Mediterranea,322,656,251,491,71,165
2019,Bergamo,Aprile,Altri Paesi Asia Occidentale,177,370,138,270,39,100
2019,Bergamo,Aprile,Altri Paesi del Centro - Sud America,383,669,271,418,112,251
2019,Bergamo,Aprile,Altri Paesi dell'Africa,182,497,146,367,36,130
2019,Bergamo,Aprile,Altri Paesi dell'Asia,571,1046,411,627,160,419
2019,Bergamo,Aprile,Altri Paesi Europei,1149,2312,818,1545,331,767
2019,Bergamo,Aprile,Argentina,290,616,173,400,117,216
2019,Bergamo,Aprile,Austria,638,1271,403,699,235,572
2019,Bergamo,Aprile,Australia,162,348,83,154,79,194
2019,Bergamo,Aprile,BASILICATA,272,736,220,562,52,174
2019,Bergamo,Aprile,Belgio,1165,2062,710,1194,455,868
2019,Bergamo,Aprile,BOLZANO - BOZEN,366,555,294,433,72,122
2019,Bergamo,Aprile,Brasile,605,1164,399,718,206,446
2019,Bergamo,Aprile,Bulgaria,1402,2372,826,1288,576,1084
2019,Bergamo,Aprile,CALABRIA,1066,2422,732,1517,334,905
2019,Bergamo,Aprile,CAMPANIA,2252,5399,1672,3692,580,1707
2019,Bergamo,Aprile,Canada,160,327,85,156,75,171
2019,Bergamo,Aprile,Cina,927,1697,756,1415,171,282
2019,Bergamo,Aprile,Cipro,58,137,23,34,35,103
2019,Bergamo,Aprile,Corea del Sud,823,1329,803,1300,20,29
2019,Bergamo,Aprile,Croazia,311,497,234,369,77,128
2019,Bergamo,Aprile,Danimarca,666,1308,407,710,259,598
2019,Bergamo,Aprile,Egitto,100,214,73,117,27,97
2019,Bergamo,Aprile,EMILIA-ROMAGNA,3862,6309,2930,4629,932,1680
2019,Bergamo,Aprile,Estonia,591,1034,257,355,334,679
2019,Bergamo,Aprile,Finlandia,654,1373,396,792,258,581
2019,Bergamo,Aprile,Francia,3595,6517,2184,3640,1411,2877
2019,Bergamo,Aprile,FRIULI-VENEZIA GIULIA,1179,1986,876,1421,303,565
2019,Bergamo,Aprile,Germania,5042,11484,2864,5837,2178,5647
2019,Bergamo,Aprile,Giappone,149,270,104,199,45,71
2019,Bergamo,Aprile,Grecia,750,1350,403,613,347,737
2019,Bergamo,Aprile,India,274,765,202,510,72,255
2019,Bergamo,Aprile,Irlanda,450,1007,255,456,195,551
2019,Bergamo,Aprile,Islanda,13,21,8,10,5,11
2019,Bergamo,Aprile,Israele,924,1390,531,770,393,620
2019,Bergamo,Aprile,LAZIO,2766,5248,2108,3794,658,1454
2019,Bergamo,Aprile,Lettonia,482,792,152,222,330,570
2019,Bergamo,Aprile,LIGURIA,2207,3682,1681,2822,526,860
2019,Bergamo,Aprile,Lituania,691,1168,294,440,397,728
2019,Bergamo,Aprile,LOMBARDIA,21034,33143,14272,19367,6762,13776
2019,Bergamo,Aprile,Lussemburgo,107,160,78,107,29,53
2019,Bergamo,Aprile,Malta,133,338,77,198,56,140
2019,Bergamo,Aprile,MARCHE,1058,1880,827,1380,231,500
2019,Bergamo,Aprile,Messico,138,299,85,211,53,88
2019,Bergamo,Aprile,MOLISE,150,323,93,176,57,147
2019,Bergamo,Aprile,Non specificato,56,138,11,24,45,114
2019,Bergamo,Aprile,Nord America - altri territori,2,30,2,30,0,0
2019,Bergamo,Aprile,Norvegia,565,1283,378,833,187,450
2019,Bergamo,Aprile,Nuova Zelanda,47,122,21,36,26,86
2019,Bergamo,Aprile,Oceania - altri territori,22,47,21,43,1,4
2019,Bergamo,Aprile,Paesi Bassi,962,1814,618,993,344,821
2019,Bergamo,Aprile,PIEMONTE,5056,7968,3541,5397,1515,2571
2019,Bergamo,Aprile,Polonia,3779,8013,1620,2782,2159,5231
2019,Bergamo,Aprile,Portogallo,563,1039,329,634,234,405
2019,Bergamo,Aprile,PUGLIA,1964,4739,1351,3033,613,1706
2019,Bergamo,Aprile,Regno Unito,1960,4369,1146,2264,814,2105
2019,Bergamo,Aprile,Repubblica Ceca,557,1183,215,407,342,776
2019,Bergamo,Aprile,Romania,1922,3841,1138,2281,784,1560
2019,Bergamo,Aprile,Russia,2082,3889,860,1545,1222,2344
2019,Bergamo,Aprile,SARDEGNA,1167,2291,698,1443,469,848
2019,Bergamo,Aprile,SICILIA,1836,4807,1223,2809,613,1998
2019,Bergamo,Aprile,Slovacchia,231,547,119,260,112,287
2019,Bergamo,Aprile,Slovenia,253,461,143,278,110,183
2019,Bergamo,Aprile,Spagna,3266,5748,1755,2983,1511,2765
2019,Bergamo,Aprile,Stati Uniti d'America,1026,2235,624,1294,402,941
2019,Bergamo,Aprile,Sud Africa,31,55,22,41,9,14
2019,Bergamo,Aprile,Svezia,1297,2576,757,1470,540,1106
2019,Bergamo,Aprile,Svizzera e Liechtenstein,3079,5585,2189,3960,890,1625
2019,Bergamo,Aprile,TOSCANA,3335,5461,2508,4013,827,1448
2019,Bergamo,Aprile,TRENTO,605,1053,388,627,217,426
2019,Bergamo,Aprile,Turchia,416,752,359,627,57,125
2019,Bergamo,Aprile,Ucraina,1445,2219,822,1150,623,1069
2019,Bergamo,Aprile,UMBRIA,491,996,354,676,137,320
2019,Bergamo,Aprile,Ungheria,392,917,238,608,154,309
2019,Bergamo,Aprile,VALLE D'AOSTA,141,379,111,337,30,42
2019,Bergamo,Aprile,VENETO,4284,6867,3206,5021,1078,1846
2019,Bergamo,Aprile,Venezuela,28,78,16,53,12,25
2019,Bergamo,Dicembre,ABRUZZO,675,1199,490,884,185,315
2019,Bergamo,Dicembre,Altri Paesi Africa Mediterranea,312,505,256,411,56,94
2019,Bergamo,Dicembre,Altri Paesi Asia Occidentale,437,742,335,571,102,171
2019,Bergamo,Dicembre,Altri Paesi del Centro - Sud America,251,418,184,283,67,135
2019,Bergamo,Dicembre,Altri Paesi dell'Africa,227,446,190,353,37,93
2019,Bergamo,Dicembre,Altri Paesi dell'Asia,403,790,283,532,120,258
2019,Bergamo,Dicembre,Altri Paesi Europei,1077,2160,779,1345,298,815
2019,Bergamo,Dicembre,Argentina,159,350,99,213,60,137
2019,Bergamo,Dicembre,Austria,292,501,242,350,50,151
2019,Bergamo,Dicembre,Australia,182,472,92,209,90,263
2019,Bergamo,Dicembre,BASILICATA,183,409,138,246,45,163
2019,Bergamo,Dicembre,Belgio,593,1091,453,810,140,281
2019,Bergamo,Dicembre,BOLZANO - BOZEN,392,555,320,424,72,131
2019,Bergamo,Dicembre,Brasile,469,912,313,524,156,388
2019,Bergamo,Dicembre,Bulgaria,743,1233,449,688,294,545
2019,Bergamo,Dicembre,CALABRIA,1060,2376,711,1270,349,1106
2019,Bergamo,Dicembre,CAMPANIA,1991,4560,1582,3009,409,1551
2019,Bergamo,Dicembre,Canada,114,240,96,217,18,23
2019,Bergamo,Dicembre,Cina,497,870,405,713,92,157
2019,Bergamo,Dicembre,Cipro,10,22,8,18,2,4
2019,Bergamo,Dicembre,Corea del Sud,556,601,532,563,24,38
2019,Bergamo,Dicembre,Croazia,194,277,179,254,15,23
2019,Bergamo,Dicembre,Danimarca,203,335,171,265,32,70
2019,Bergamo,Dicembre,Egitto,69,176,61,156,8,20
2019,Bergamo,Dicembre,EMILIA-ROMAGNA,3948,6340,3006,4578,942,1762
2019,Bergamo,Dicembre,Estonia,281,392,169,206,112,186
2019,Bergamo,Dicembre,Finlandia,262,510,199,347,63,163
2019,Bergamo,Dicembre,Francia,2005,3808,1506,2659,499,1149
2019,Bergamo,Dicembre,FRIULI-VENEZIA GIULIA,900,1559,726,1258,174,301
2019,Bergamo,Dicembre,Germania,2366,4596,1759,3238,607,1358
2019,Bergamo,Dicembre,Giappone,126,199,107,170,19,29
2019,Bergamo,Dicembre,Grecia,472,762,308,487,164,275
2019,Bergamo,Dicembre,India,169,569,130,515,39,54
2019,Bergamo,Dicembre,Irlanda,386,764,278,579,108,185
2019,Bergamo,Dicembre,Islanda,7,16,4,8,3,8
2019,Bergamo,Dicembre,Israele,706,1144,492,784,214,360
2019,Bergamo,Dicembre,LAZIO,2855,5148,2298,3692,557,1456
2019,Bergamo,Dicembre,Lettonia,543,930,284,446,259,484
2019,Bergamo,Dicembre,LIGURIA,1730,2568,1322,1877,408,691
2019,Bergamo,Dicembre,Lituania,512,697,268,321,244,376
2019,Bergamo,Dicembre,LOMBARDIA,28779,48811,20972,31724,7807,17087
2019,Bergamo,Dicembre,Lussemburgo,61,73,36,46,25,27
2019,Bergamo,Dicembre,Malta,279,589,158,286,121,303
2019,Bergamo,Dicembre,MARCHE,972,1615,795,1294,177,321
2019,Bergamo,Dicembre,Messico,96,252,68,203,28,49
2019,Bergamo,Dicembre,MOLISE,99,179,89,161,10,18
2019,Bergamo,Dicembre,Non specificato,211,296,175,257,36,39
2019,Bergamo,Dicembre,Nord America - altri territori,9,13,9,13,0,0
2019,Bergamo,Dicembre,Norvegia,150,316,86,181,64,135
2019,Bergamo,Dicembre,Nuova Zelanda,15,48,15,26,0,22
2019,Bergamo,Dicembre,Oceania - altri territori,7,16,5,6,2,10
2019,Bergamo,Dicembre,Paesi Bassi,534,976,389,665,145,311
2019,Bergamo,Dicembre,PIEMONTE,4388,6943,3356,5106,1032,1837
2019,Bergamo,Dicembre,Polonia,1671,3649,725,1173,946,2476
2019,Bergamo,Dicembre,Portogallo,633,1088,457,764,176,324
2019,Bergamo,Dicembre,PUGLIA,1856,4131,1328,2512,528,1619
2019,Bergamo,Dicembre,Regno Unito,1588,3177,1109,2013,479,1164
2019,Bergamo,Dicembre,Repubblica Ceca,329,601,151,221,178,380
2019,Bergamo,Dicembre,Romania,1495,3097,1070,1967,425,1130
2019,Bergamo,Dicembre,Russia,2336,4342,1069,1759,1267,2583
2019,Bergamo,Dicembre,SARDEGNA,1202,2020,780,1148,422,872
2019,Bergamo,Dicembre,SICILIA,2091,5478,1450,3023,641,2455
2019,Bergamo,Dicembre,Slovacchia,69,167,39,84,30,83
2019,Bergamo,Dicembre,Slovenia,155,269,134,230,21,39
2019,Bergamo,Dicembre,Spagna,3113,5251,1855,2886,1258,2365
2019,Bergamo,Dicembre,Stati Uniti d'America,795,1891,544,1027,251,864
2019,Bergamo,Dicembre,Sud Africa,42,82,29,43,13,39
2019,Bergamo,Dicembre,Svezia,446,899,300,559,146,340
2019,Bergamo,Dicembre,Svizzera e Liechtenstein,1670,2736,1358,2149,312,587
2019,Bergamo,Dicembre,TOSCANA,2572,3861,1970,2781,602,1080
2019,Bergamo,Dicembre,TRENTO,619,871,469,646,150,225
2019,Bergamo,Dicembre,Turchia,333,611,282,416,51,195
2019,Bergamo,Dicembre,Ucraina,689,1151,462,768,227,383
2019,Bergamo,Dicembre,UMBRIA,448,771,368,594,80,177
2019,Bergamo,Dicembre,Ungheria,245,469,178,339,67,130
2019,Bergamo,Dicembre,VALLE D'AOSTA,102,166,71,115,31,51
2019,Bergamo,Dicembre,VENETO,3683,5713,2867,4336,816,1377
2019,Bergamo,Dicembre,Venezuela,42,139,26,49,16,90
2019,Bergamo,Febbraio,ABRUZZO,599,1309,479,1051,120,258
2019,Bergamo,Febbraio,Altri Paesi Africa Mediterranea,321,743,277,645,44,98
2019,Bergamo,Febbraio,Altri Paesi Asia Occidentale,201,445,174,407,27,38
2019,Bergamo,Febbraio,Altri Paesi del Centro - Sud America,232,445,184,368,48,77
2019,Bergamo,Febbraio,Altri Paesi dell'Africa,155,362,106,291,49,71
2019,Bergamo,Febbraio,Altri Paesi dell'Asia,362,801,297,605,65,196
2019,Bergamo,Febbraio,Altri Paesi Europei,1040,2165,715,1280,325,885
2019,Bergamo,Febbraio,Argentina,70,160,52,121,18,39
2019,Bergamo,Febbraio,Austria,373,613,301,489,72,124
2019,Bergamo,Febbraio,Australia,74,162,52,92,22,70
2019,Bergamo,Febbraio,BASILICATA,218,609,171,457,47,152
2019,Bergamo,Febbraio,Belgio,800,1236,629,918,171,318
2019,Bergamo,Febbraio,BOLZANO - BOZEN,343,620,280,513,63,107
2019,Bergamo,Febbraio,Brasile,381,1035,265,557,116,478
2019,Bergamo,Febbraio,Bulgaria,654,857,485,604,169,253
2019,Bergamo,Febbraio,CALABRIA,947,2131,658,1271,289,860
2019,Bergamo,Febbraio,CAMPANIA,1806,4264,1414,3107,392,1157
2019,Bergamo,Febbraio,Canada,84,135,64,94,20,41
2019,Bergamo,Febbraio,Cina,418,829,369,722,49,107
2019,Bergamo,Febbraio,Cipro,12,28,7,16,5,12
2019,Bergamo,Febbraio,Corea del Sud,697,775,685,744,12,31
2019,Bergamo,Febbraio,Croazia,137,280,127,252,10,28
2019,Bergamo,Febbraio,Danimarca,469,829,320,520,149,309
2019,Bergamo,Febbraio,Egitto,62,144,55,110,7,34
2019,Bergamo,Febbraio,EMILIA-ROMAGNA,2668,4580,2162,3671,506,909
2019,Bergamo,Febbraio,Estonia,402,626,240,367,162,259
2019,Bergamo,Febbraio,Finlandia,97,213,79,154,18,59
2019,Bergamo,Febbraio,Francia,2090,4032,1634,3191,456,841
2019,Bergamo,Febbraio,FRIULI-VENEZIA GIULIA,724,1394,572,1101,152,293
2019,Bergamo,Febbraio,Germania,2308,4416,1869,3604,439,812
2019,Bergamo,Febbraio,Giappone,165,337,150,289,15,48
2019,Bergamo,Febbraio,Grecia,545,1041,380,687,165,354
2019,Bergamo,Febbraio,India,135,357,118,333,17,24
2019,Bergamo,Febbraio,Irlanda,598,1262,452,955,146,307
2019,Bergamo,Febbraio,Islanda,8,11,8,11,0,0
2019,Bergamo,Febbraio,Israele,785,1200,554,840,231,360
2019,Bergamo,Febbraio,LAZIO,2240,4131,1811,3093,429,1038
2019,Bergamo,Febbraio,Lettonia,479,761,260,371,219,390
2019,Bergamo,Febbraio,LIGURIA,1278,2525,1014,2142,264,383
2019,Bergamo,Febbraio,Lituania,730,994,416,485,314,509
2019,Bergamo,Febbraio,LOMBARDIA,20398,31462,16109,23610,4289,7852
2019,Bergamo,Febbraio,Lussemburgo,72,103,49,68,23,35
2019,Bergamo,Febbraio,Malta,150,262,116,205,34,57
2019,Bergamo,Febbraio,MARCHE,865,1625,725,1271,140,354
2019,Bergamo,Febbraio,Messico,113,274,92,201,21,73
2019,Bergamo,Febbraio,MOLISE,151,259,119,179,32,80
2019,Bergamo,Febbraio,Non specificato,48,63,22,31,26,32
2019,Bergamo,Febbraio,Nord America - altri territori,13,22,13,22,0,0
2019,Bergamo,Febbraio,Norvegia,312,571,229,376,83,195
2019,Bergamo,Febbraio,Nuova Zelanda,10,36,7,13,3,23
2019,Bergamo,Febbraio,Oceania - altri territori,4,4,4,4,0,0
2019,Bergamo,Febbraio,Paesi Bassi,700,1394,532,1028,168,366
2019,Bergamo,Febbraio,PIEMONTE,3162,5488,2463,4149,699,1339
2019,Bergamo,Febbraio,Polonia,2735,5848,1456,3023,1279,2825
2019,Bergamo,Febbraio,Portogallo,628,1020,417,714,211,306
2019,Bergamo,Febbraio,PUGLIA,1815,4480,1278,2827,537,1653
2019,Bergamo,Febbraio,Regno Unito,2336,6288,1805,5219,531,1069
2019,Bergamo,Febbraio,Repubblica Ceca,565,1284,252,540,313,744
2019,Bergamo,Febbraio,Romania,1978,3493,1465,2637,513,856
2019,Bergamo,Febbraio,Russia,2260,4115,1105,1875,1155,2240
2019,Bergamo,Febbraio,SARDEGNA,988,1730,670,1233,318,497
2019,Bergamo,Febbraio,SICILIA,1709,4784,1250,3039,459,1745
2019,Bergamo,Febbraio,Slovacchia,135,357,80,198,55,159
2019,Bergamo,Febbraio,Slovenia,245,420,167,328,78,92
2019,Bergamo,Febbraio,Spagna,2266,3920,1493,2499,773,1421
2019,Bergamo,Febbraio,Stati Uniti d'America,634,1508,485,1140,149,368
2019,Bergamo,Febbraio,Sud Africa,34,84,29,67,5,17
2019,Bergamo,Febbraio,Svezia,831,1368,653,1057,178,311
2019,Bergamo,Febbraio,Svizzera e Liechtenstein,1062,1656,825,1233,237,423
2019,Bergamo,Febbraio,TOSCANA,1752,3185,1365,2494,387,691
2019,Bergamo,Febbraio,TRENTO,553,961,404,749,149,212
2019,Bergamo,Febbraio,Turchia,263,431,234,390,29,41
2019,Bergamo,Febbraio,Ucraina,1039,1593,685,1024,354,569
2019,Bergamo,Febbraio,UMBRIA,456,866,406,758,50,108
2019,Bergamo,Febbraio,Ungheria,244,514,185,356,59,158
2019,Bergamo,Febbraio,VALLE D'AOSTA,166,444,121,357,45,87
2019,Bergamo,Febbraio,VENETO,3252,5777,2610,4387,642,1390
2019,Bergamo,Febbraio,Venezuela,19,49,12,17,7,32
2019,Bergamo,Gennaio,ABRUZZO,613,1247,519,1045,94,202
2019,Bergamo,Gennaio,Altri Paesi Africa Mediterranea,308,622,238,473,70,149
2019,Bergamo,Gennaio,Altri Paesi Asia Occidentale,169,357,133,256,36,101
2019,Bergamo,Gennaio,Altri Paesi del Centro - Sud America,272,418,205,319,67,99
2019,Bergamo,Gennaio,Altri Paesi dell'Africa,148,391,95,222,53,169
2019,Bergamo,Gennaio,Altri Paesi dell'Asia,288,667,222,483,66,184
2019,Bergamo,Gennaio,Altri Paesi Europei,958,1781,719,1210,239,571
2019,Bergamo,Gennaio,Argentina,166,401,108,215,58,186
2019,Bergamo,Gennaio,Austria,262,445,222,348,40,97
2019,Bergamo,Gennaio,Australia,155,354,98,169,57,185
2019,Bergamo,Gennaio,BASILICATA,188,476,160,379,28,97
2019,Bergamo,Gennaio,Belgio,720,1147,564,888,156,259
2019,Bergamo,Gennaio,BOLZANO - BOZEN,294,434,259,383,35,51
2019,Bergamo,Gennaio,Brasile,454,954,308,635,146,319
2019,Bergamo,Gennaio,Bulgaria,547,698,388,490,159,208
2019,Bergamo,Gennaio,CALABRIA,854,2074,573,1181,281,893
2019,Bergamo,Gennaio,CAMPANIA,1791,4067,1423,2907,368,1160
2019,Bergamo,Gennaio,Canada,87,146,68,111,19,35
2019,Bergamo,Gennaio,Cina,384,876,324,731,60,145
2019,Bergamo,Gennaio,Cipro,29,75,19,55,10,20
2019,Bergamo,Gennaio,Corea del Sud,922,1053,908,990,14,63
2019,Bergamo,Gennaio,Croazia,224,338,171,260,53,78
2019,Bergamo,Gennaio,Danimarca,273,465,191,322,82,143
2019,Bergamo,Gennaio,Egitto,83,216,70,164,13,52
2019,Bergamo,Gennaio,EMILIA-ROMAGNA,2625,4510,2085,3521,540,989
2019,Bergamo,Gennaio,Estonia,418,550,246,306,172,244
2019,Bergamo,Gennaio,Finlandia,50,153,34,75,16,78
2019,Bergamo,Gennaio,Francia,1548,2895,1288,2350,260,545
2019,Bergamo,Gennaio,FRIULI-VENEZIA GIULIA,709,1356,563,1062,146,294
2019,Bergamo,Gennaio,Germania,1911,4225,1517,3294,394,931
2019,Bergamo,Gennaio,Giappone,85,202,79,175,6,27
2019,Bergamo,Gennaio,Grecia,451,823,300,481,151,342
2019,Bergamo,Gennaio,India,152,454,134,427,18,27
2019,Bergamo,Gennaio,Irlanda,489,1034,364,778,125,256
2019,Bergamo,Gennaio,Islanda,8,14,6,9,2,5
2019,Bergamo,Gennaio,Israele,677,1164,467,780,210,384
2019,Bergamo,Gennaio,LAZIO,2143,4092,1746,3048,397,1044
2019,Bergamo,Gennaio,Lettonia,525,831,331,498,194,333
2019,Bergamo,Gennaio,LIGURIA,1587,3066,1274,2590,313,476
2019,Bergamo,Gennaio,Lituania,562,763,297,384,265,379
2019,Bergamo,Gennaio,LOMBARDIA,19827,37046,15687,26798,4140,10248
2019,Bergamo,Gennaio,Lussemburgo,64,75,47,55,17,20
2019,Bergamo,Gennaio,Malta,185,353,101,214,84,139
2019,Bergamo,Gennaio,MARCHE,772,1391,633,1080,139,311
2019,Bergamo,Gennaio,Messico,107,233,89,203,18,30
2019,Bergamo,Gennaio,MOLISE,111,252,82,154,29,98
2019,Bergamo,Gennaio,Non specificato,32,90,29,77,3,13
2019,Bergamo,Gennaio,Nord America - altri territori,3,3,3,3,0,0
2019,Bergamo,Gennaio,Norvegia,146,245,126,189,20,56
2019,Bergamo,Gennaio,Nuova Zelanda,27,62,13,28,14,34
2019,Bergamo,Gennaio,Oceania - altri territori,12,12,10,10,2,2
2019,Bergamo,Gennaio,Paesi Bassi,537,977,420,774,117,203
2019,Bergamo,Gennaio,PIEMONTE,3152,5476,2545,4434,607,1042
2019,Bergamo,Gennaio,Polonia,2009,4103,1049,2053,960,2050
2019,Bergamo,Gennaio,Portogallo,570,1068,396,762,174,306
2019,Bergamo,Gennaio,PUGLIA,1862,4315,1308,2784,554,1531
2019,Bergamo,Gennaio,Regno Unito,1347,2771,1012,1984,335,787
2019,Bergamo,Gennaio,Repubblica Ceca,462,1125,232,608,230,517
2019,Bergamo,Gennaio,Romania,1612,3196,1191,2377,421,819
2019,Bergamo,Gennaio,Russia,2475,4103,1316,2071,1159,2032
2019,Bergamo,Gennaio,SARDEGNA,1329,2408,922,1695,407,713
2019,Bergamo,Gennaio,SICILIA,1703,4899,1188,3077,515,1822
2019,Bergamo,Gennaio,Slovacchia,130,383,65,183,65,200
2019,Bergamo,Gennaio,Slovenia,155,350,111,227,44,123
2019,Bergamo,Gennaio,Spagna,2236,3737,1423,2382,813,1355
2019,Bergamo,Gennaio,Stati Uniti d'America,589,1410,481,1147,108,263
2019,Bergamo,Gennaio,Sud Africa,34,95,28,76,6,19
2019,Bergamo,Gennaio,Svezia,379,821,270,597,109,224
2019,Bergamo,Gennaio,Svizzera e Liechtenstein,809,1397,632,1087,177,310
2019,Bergamo,Gennaio,TOSCANA,1905,3385,1566,2796,339,589
2019,Bergamo,Gennaio,TRENTO,418,622,294,446,124,176
2019,Bergamo,Gennaio,Turchia,248,388,195,303,53,85
2019,Bergamo,Gennaio,Ucraina,1147,1541,798,1016,349,525
2019,Bergamo,Gennaio,UMBRIA,442,770,346,586,96,184
2019,Bergamo,Gennaio,Ungheria,242,456,180,350,62,106
2019,Bergamo,Gennaio,VALLE D'AOSTA,75,152,53,110,22,42
2019,Bergamo,Gennaio,VENETO,3067,5532,2529,4507,538,1025
2019,Bergamo,Gennaio,Venezuela,42,70,29,45,13,25
2019,Bergamo,Giugno,ABRUZZO,688,1278,498,807,190,471
