anno,provincia,mese,provenienza,estero,arrivi,presenze
2021,Cagliari,0,Sardegna,0,363,925
2021,Cagliari,0,Campania,0,83,448
2021,Cagliari,0,Lombardia,0,101,375
2021,Cagliari,0,Calabria,0,23,189
2021,Cagliari,0,Lazio,0,58,155
2021,Cagliari,0,Germania,1,49,146
2021,Cagliari,0,Emilia Romagna,0,50,121
2021,Cagliari,0,Piemonte,0,42,120
2021,Cagliari,0,Veneto,0,31,99
2021,Cagliari,0,Francia,1,63,94
2021,Cagliari,0,Friuli-Venezia Giulia,0,15,73
2021,Cagliari,0,Toscana,0,26,65
2021,Cagliari,0,Belgio,1,28,54
2021,Cagliari,0,Sicilia,0,22,49
2021,Cagliari,0,Paesi Bassi,1,22,47
2021,Cagliari,0,Puglia,0,12,43
2021,Cagliari,0,Liguria,0,17,40
2021,Cagliari,0,Abruzzo,0,14,39
2021,Cagliari,0,Marche,0,16,38
2021,Cagliari,0,Svizzera (incluso Liechtenstein),1,14,34
2021,Cagliari,0,Spagna,1,10,27
2021,Cagliari,0,Austria,1,15,22
2021,Cagliari,0,Polonia,1,9,14
2021,Cagliari,0,Slovenia,1,4,10
2021,Cagliari,0,Basilicata,0,1,8
2021,Cagliari,0,Slovacchia,1,2,6
2021,Cagliari,0,Bolzano,0,4,5
2021,Cagliari,0,Umbria,0,3,5
2021,Cagliari,0,Regno Unito,1,3,5
2021,Cagliari,0,Lituania,1,5,5
2021,Cagliari,0,Trento,0,2,4
2021,Cagliari,0,Canada,1,4,4
2021,Cagliari,0,Corea del Sud,1,1,3
2021,Cagliari,0,Lussemburgo,1,2,2
2021,Cagliari,0,Repubblica Ceca,1,2,2
2021,Cagliari,0,Estonia,1,1,1
2021,Cagliari,0,Altri Paesi dell'Asia,1,1,1
2021,Cagliari,1,Sardegna,0,3395,7473
2021,Cagliari,1,Lombardia,0,751,1576
2021,Cagliari,1,Lazio,0,709,1223
2021,Cagliari,1,Sicilia,0,289,1140
2021,Cagliari,1,Emilia Romagna,0,282,779
2021,Cagliari,1,Campania,0,297,753
2021,Cagliari,1,Toscana,0,229,665
2021,Cagliari,1,Puglia,0,163,505
2021,Cagliari,1,Piemonte,0,195,465
2021,Cagliari,1,Veneto,0,202,459
2021,Cagliari,1,Liguria,0,116,373
2021,Cagliari,1,Abruzzo,0,83,281
2021,Cagliari,1,Romania,1,41,156
2021,Cagliari,1,Brasile,1,9,155
2021,Cagliari,1,Calabria,0,52,138
2021,Cagliari,1,Germania,1,31,128
2021,Cagliari,1,Polonia,1,14,94
2021,Cagliari,1,Francia,1,40,88
2021,Cagliari,1,Umbria,0,47,84
2021,Cagliari,1,Marche,0,48,78
2021,Cagliari,1,Friuli-Venezia Giulia,0,46,68
2021,Cagliari,1,Austria,1,15,60
2021,Cagliari,1,Croazia,1,17,57
2021,Cagliari,1,Repubblica Ceca,1,3,52
2021,Cagliari,1,Stati Uniti d'America,1,21,50
2021,Cagliari,1,Spagna,1,28,46
2021,Cagliari,1,Bolzano,0,29,45
2021,Cagliari,1,Trento,0,15,45
2021,Cagliari,1,Altri Paesi dell'Africa,1,14,43
2021,Cagliari,1,Altri Paesi Africa Mediterranea,1,7,35
2021,Cagliari,1,Cina,1,7,35
2021,Cagliari,1,Norvegia,1,1,31
2021,Cagliari,1,Lituania,1,11,25
2021,Cagliari,1,Ucraina,1,8,25
2021,Cagliari,1,Basilicata,0,8,22
2021,Cagliari,1,Bulgaria,1,14,21
2021,Cagliari,1,Russia,1,10,21
2021,Cagliari,1,Slovenia,1,2,21
2021,Cagliari,1,Altri Paesi dell'Asia,1,12,21
2021,Cagliari,1,Grecia,1,13,19
2021,Cagliari,1,Portogallo,1,7,19
2021,Cagliari,1,Valle d'Aosta,0,5,19
2021,Cagliari,1,Regno Unito,1,13,17
2021,Cagliari,1,Molise,0,11,15
2021,Cagliari,1,Svizzera (incluso Liechtenstein),1,8,14
2021,Cagliari,1,Turchia,1,3,13
2021,Cagliari,1,Belgio,1,6,10
2021,Cagliari,1,Altri Paesi Asia Occidentale,1,1,10
2021,Cagliari,1,Irlanda,1,3,9
2021,Cagliari,1,India,1,2,9
2021,Cagliari,1,Altri Paesi Europei,1,5,8
2021,Cagliari,1,Venezuela,1,2,8
2021,Cagliari,1,Altri Paesi Centro - Sud America,1,3,6
2021,Cagliari,1,Slovacchia,1,1,4
2021,Cagliari,1,Messico,1,1,4
2021,Cagliari,1,Canada,1,2,3
2021,Cagliari,1,Paesi Bassi,1,2,2
2021,Cagliari,1,Svezia,1,2,2
2021,Cagliari,1,Lettonia,1,2,2
2021,Cagliari,1,Argentina,1,2,2
2021,Cagliari,1,Danimarca,1,1,1
2021,Cagliari,1,Egitto,1,1,1
2021,Cagliari,1,Altri Paesi o territori del Nord Americani,1,1,1
2021,Cagliari,1,Corea del Sud,1,1,1
2021,Cagliari,2,Sardegna,0,5130,9018
2021,Cagliari,2,Lombardia,0,914,2044
2021,Cagliari,2,Lazio,0,976,1942
2021,Cagliari,2,Sicilia,0,277,1120
2021,Cagliari,2,Toscana,0,260,944
2021,Cagliari,2,Emilia Romagna,0,319,771
2021,Cagliari,2,Piemonte,0,310,730
2021,Cagliari,2,Campania,0,307,709
2021,Cagliari,2,Puglia,0,203,686
2021,Cagliari,2,Veneto,0,264,635
2021,Cagliari,2,Liguria,0,169,488
2021,Cagliari,2,Germania,1,37,286
2021,Cagliari,2,Abruzzo,0,85,215
2021,Cagliari,2,Calabria,0,90,205
2021,Cagliari,2,Romania,1,34,178
2021,Cagliari,2,Francia,1,56,167
2021,Cagliari,2,Svizzera (incluso Liechtenstein),1,44,134
2021,Cagliari,2,Marche,0,56,131
2021,Cagliari,2,Polonia,1,37,113
2021,Cagliari,2,Friuli-Venezia Giulia,0,48,111
2021,Cagliari,2,Croazia,1,17,109
2021,Cagliari,2,Austria,1,27,106
2021,Cagliari,2,Umbria,0,51,98
2021,Cagliari,2,Repubblica Ceca,1,10,97
2021,Cagliari,2,Bulgaria,1,1,87
2021,Cagliari,2,Basilicata,0,25,85
2021,Cagliari,2,Portogallo,1,9,83
2021,Cagliari,2,Spagna,1,29,81
2021,Cagliari,2,Trento,0,26,75
2021,Cagliari,2,Bolzano,0,24,63
2021,Cagliari,2,Lituania,1,5,56
2021,Cagliari,2,Paesi Bassi,1,12,48
2021,Cagliari,2,Grecia,1,28,46
2021,Cagliari,2,Brasile,1,12,46
2021,Cagliari,2,Ucraina,1,13,39
2021,Cagliari,2,Altri Paesi dell'Asia,1,12,32
2021,Cagliari,2,Altri Paesi Europei,1,16,31
2021,Cagliari,2,Molise,0,11,28
2021,Cagliari,2,Altri Paesi dell'Africa,1,7,26
2021,Cagliari,2,Russia,1,6,25
2021,Cagliari,2,Stati Uniti d'America,1,13,23
2021,Cagliari,2,Turchia,1,1,21
2021,Cagliari,2,Belgio,1,11,19
2021,Cagliari,2,Ungheria,1,8,19
2021,Cagliari,2,Altri Paesi Africa Mediterranea,1,5,19
2021,Cagliari,2,Regno Unito,1,5,17
2021,Cagliari,2,India,1,9,17
2021,Cagliari,2,Argentina,1,3,16
2021,Cagliari,2,Altri Paesi Centro - Sud America,1,6,13
2021,Cagliari,2,Valle d'Aosta,0,4,13
2021,Cagliari,2,Svezia,1,6,8
2021,Cagliari,2,Malta,1,3,8
2021,Cagliari,2,Estonia,1,3,5
2021,Cagliari,2,Egitto,1,1,4
2021,Cagliari,2,Cina,1,3,4
2021,Cagliari,2,Slovenia,1,2,3
2021,Cagliari,2,Danimarca,1,2,2
2021,Cagliari,2,Finlandia,1,1,2
2021,Cagliari,2,Giappone,1,1,2
2021,Cagliari,2,Altri Paesi Asia Occidentale,1,0,2
2021,Cagliari,2,Canada,1,1,1
2021,Cagliari,2,Messico,1,1,1
2021,Cagliari,2,Venezuela,1,1,1
2021,Cagliari,2,Israele,1,1,1
2021,Cagliari,2,Australia,1,1,1
2021,Cagliari,2,Nuova Zelanda,1,1,1
2021,Cagliari,3,Sardegna,0,5379,9821
2021,Cagliari,3,Lombardia,0,1162,2487
2021,Cagliari,3,Lazio,0,1140,2428
2021,Cagliari,3,Sicilia,0,341,1215
2021,Cagliari,3,Emilia Romagna,0,442,1194
2021,Cagliari,3,Campania,0,374,1187
2021,Cagliari,3,Piemonte,0,434,1020
2021,Cagliari,3,Veneto,0,401,928
2021,Cagliari,3,Toscana,0,376,827
2021,Cagliari,3,Puglia,0,235,713
2021,Cagliari,3,Francia,1,271,689
2021,Cagliari,3,Liguria,0,216,584
2021,Cagliari,3,Germania,1,97,439
2021,Cagliari,3,Svizzera (incluso Liechtenstein),1,114,263
2021,Cagliari,3,Abruzzo,0,90,258
2021,Cagliari,3,Calabria,0,121,258
2021,Cagliari,3,Portogallo,1,24,224
2021,Cagliari,3,Marche,0,108,213
2021,Cagliari,3,Umbria,0,98,193
2021,Cagliari,3,Romania,1,41,174
2021,Cagliari,3,Repubblica Ceca,1,16,158
2021,Cagliari,3,Spagna,1,59,152
2021,Cagliari,3,Friuli-Venezia Giulia,0,74,133
2021,Cagliari,3,Polonia,1,51,126
2021,Cagliari,3,Croazia,1,7,119
2021,Cagliari,3,Bolzano,0,41,117
2021,Cagliari,3,Stati Uniti d'America,1,34,100
2021,Cagliari,3,Trento,0,30,86
2021,Cagliari,3,Basilicata,0,18,66
2021,Cagliari,3,Altri Paesi dell'Asia,1,39,64
2021,Cagliari,3,Paesi Bassi,1,23,61
2021,Cagliari,3,Belgio,1,26,58
2021,Cagliari,3,Bulgaria,1,9,57
2021,Cagliari,3,India,1,34,57
2021,Cagliari,3,Russia,1,19,51
2021,Cagliari,3,Regno Unito,1,28,48
2021,Cagliari,3,Grecia,1,21,40
2021,Cagliari,3,Ucraina,1,20,40
2021,Cagliari,3,Norvegia,1,3,39
2021,Cagliari,3,Altri Paesi dell'Africa,1,14,34
2021,Cagliari,3,Svezia,1,11,33
2021,Cagliari,3,Altri Paesi Centro - Sud America,1,12,27
2021,Cagliari,3,Lussemburgo,1,6,25
2021,Cagliari,3,Turchia,1,8,24
2021,Cagliari,3,Austria,1,14,24
2021,Cagliari,3,Molise,0,7,24
2021,Cagliari,3,Altri Paesi Europei,1,14,23
2021,Cagliari,3,Argentina,1,14,23
2021,Cagliari,3,Brasile,1,10,22
2021,Cagliari,3,Sud Africa,1,5,17
2021,Cagliari,3,Altri Paesi Africa Mediterranea,1,5,16
2021,Cagliari,3,Lettonia,1,3,14
2021,Cagliari,3,Valle d'Aosta,0,6,13
2021,Cagliari,3,Ungheria,1,5,11
2021,Cagliari,3,Slovenia,1,8,11
2021,Cagliari,3,Cina,1,9,11
2021,Cagliari,3,Australia,1,5,11
2021,Cagliari,3,Venezuela,1,2,10
2021,Cagliari,3,Lituania,1,10,10
2021,Cagliari,3,Malta,1,4,9
2021,Cagliari,3,Altri Paesi Asia Occidentale,1,3,9
2021,Cagliari,3,Canada,1,3,5
2021,Cagliari,3,Danimarca,1,3,4
2021,Cagliari,3,Altri Paesi o territori del Nord Americani,1,2,4
2021,Cagliari,3,Corea del Sud,1,2,4
2021,Cagliari,3,Slovacchia,1,3,3
2021,Cagliari,3,Bielorussia,1,3,3
2021,Cagliari,3,Estonia,1,2,2
2021,Cagliari,3,Irlanda,1,1,1
2021,Cagliari,3,Moldavia,1,1,1
2021,Cagliari,3,Egitto,1,1,1
2021,Cagliari,3,Altri Paesi o territori dell'Oceania,1,1,1
2021,Cagliari,4,Sardegna,0,2947,6196
2021,Cagliari,4,Lazio,0,880,2060
2021,Cagliari,4,Lombardia,0,944,1926
2021,Cagliari,4,Sicilia,0,264,989
2021,Cagliari,4,Emilia Romagna,0,326,911
2021,Cagliari,4,Toscana,0,329,875
2021,Cagliari,4,Campania,0,242,843
2021,Cagliari,4,Veneto,0,279,722
2021,Cagliari,4,Piemonte,0,292,694
2021,Cagliari,4,Puglia,0,166,653
2021,Cagliari,4,Germania,1,56,374
2021,Cagliari,4,Liguria,0,125,323
2021,Cagliari,4,Francia,1,47,263
2021,Cagliari,4,Abruzzo,0,77,207
2021,Cagliari,4,Marche,0,69,193
2021,Cagliari,4,Calabria,0,64,159
2021,Cagliari,4,Svizzera (incluso Liechtenstein),1,39,134
2021,Cagliari,4,Romania,1,27,133
2021,Cagliari,4,Stati Uniti d'America,1,29,130
2021,Cagliari,4,Polonia,1,21,124
2021,Cagliari,4,Argentina,1,19,124
2021,Cagliari,4,Umbria,0,59,121
2021,Cagliari,4,Spagna,1,25,114
2021,Cagliari,4,Friuli-Venezia Giulia,0,39,99
2021,Cagliari,4,Altri Paesi Europei,1,22,89
2021,Cagliari,4,Portogallo,1,24,86
2021,Cagliari,4,Repubblica Ceca,1,9,81
2021,Cagliari,4,Regno Unito,1,12,68
2021,Cagliari,4,Altri Paesi dell'Asia,1,25,62
2021,Cagliari,4,Paesi Bassi,1,17,60
2021,Cagliari,4,Trento,0,24,60
2021,Cagliari,4,Bolzano,0,31,56
2021,Cagliari,4,Grecia,1,34,56
2021,Cagliari,4,Ucraina,1,27,54
2021,Cagliari,4,Brasile,1,10,53
2021,Cagliari,4,Turchia,1,15,52
2021,Cagliari,4,Austria,1,11,51
2021,Cagliari,4,Australia,1,6,50
2021,Cagliari,4,Basilicata,0,16,33
2021,Cagliari,4,Slovacchia,1,5,33
2021,Cagliari,4,India,1,5,29
2021,Cagliari,4,Molise,0,12,29
2021,Cagliari,4,Altri Paesi dell'Africa,1,8,28
2021,Cagliari,4,Belgio,1,11,25
2021,Cagliari,4,Croazia,1,6,22
2021,Cagliari,4,Russia,1,10,21
2021,Cagliari,4,Slovenia,1,7,21
2021,Cagliari,4,Altri Paesi Africa Mediterranea,1,5,19
2021,Cagliari,4,Bielorussia,1,1,17
2021,Cagliari,4,Altri Paesi o territori del Nord Americani,1,5,17
2021,Cagliari,4,Danimarca,1,4,14
2021,Cagliari,4,Altri Paesi Centro - Sud America,1,6,13
2021,Cagliari,4,Svezia,1,2,11
2021,Cagliari,4,Islanda,1,2,9
2021,Cagliari,4,Finlandia,1,3,9
2021,Cagliari,4,Bulgaria,1,3,8
2021,Cagliari,4,Lituania,1,6,7
2021,Cagliari,4,Egitto,1,2,7
2021,Cagliari,4,Cina,1,6,6
2021,Cagliari,4,Valle d'Aosta,0,2,6
2021,Cagliari,4,Lussemburgo,1,2,4
2021,Cagliari,4,Messico,1,2,4
2021,Cagliari,4,Norvegia,1,0,4
2021,Cagliari,4,Canada,1,2,2
2021,Cagliari,4,Irlanda,1,1,1
2021,Cagliari,4,Malta,1,1,1
2021,Cagliari,4,Lettonia,1,1,1
2021,Cagliari,4,Moldavia,1,1,1
2021,Cagliari,5,Sardegna,0,7472,12361
2021,Cagliari,5,Germania,1,1303,5842
2021,Cagliari,5,Lombardia,0,2304,5392
2021,Cagliari,5,Lazio,0,1642,3570
2021,Cagliari,5,Emilia Romagna,0,702,1529
2021,Cagliari,5,Piemonte,0,630,1466
2021,Cagliari,5,Veneto,0,533,1437
2021,Cagliari,5,Sicilia,0,394,1422
2021,Cagliari,5,Toscana,0,559,1292
2021,Cagliari,5,Campania,0,462,1187
2021,Cagliari,5,Svizzera (incluso Liechtenstein),1,354,980
2021,Cagliari,5,Puglia,0,274,907
2021,Cagliari,5,Liguria,0,266,673
2021,Cagliari,5,Russia,1,100,627
2021,Cagliari,5,Francia,1,227,590
2021,Cagliari,5,Polonia,1,186,525
2021,Cagliari,5,Friuli-Venezia Giulia,0,170,337
2021,Cagliari,5,Marche,0,164,317
2021,Cagliari,5,Abruzzo,0,132,313
2021,Cagliari,5,Calabria,0,100,303
2021,Cagliari,5,Austria,1,110,285
2021,Cagliari,5,Regno Unito,1,69,269
2021,Cagliari,5,Bolzano,0,103,251
2021,Cagliari,5,Umbria,0,120,214
2021,Cagliari,5,Spagna,1,84,205
2021,Cagliari,5,Trento,0,68,174
2021,Cagliari,5,Paesi Bassi,1,68,162
2021,Cagliari,5,Stati Uniti d'America,1,57,158
2021,Cagliari,5,Romania,1,47,154
2021,Cagliari,5,Portogallo,1,31,141
2021,Cagliari,5,Lussemburgo,1,32,128
2021,Cagliari,5,Belgio,1,69,126
2021,Cagliari,5,Slovenia,1,61,125
2021,Cagliari,5,Altri Paesi o territori del Nord Americani,1,3,113
2021,Cagliari,5,Brasile,1,21,108
2021,Cagliari,5,Basilicata,0,39,102
2021,Cagliari,5,Argentina,1,16,90
2021,Cagliari,5,Repubblica Ceca,1,19,89
2021,Cagliari,5,Grecia,1,21,82
2021,Cagliari,5,Ucraina,1,25,73
2021,Cagliari,5,Altri Paesi Europei,1,30,72
2021,Cagliari,5,Valle d'Aosta,0,30,65
2021,Cagliari,5,Altri Paesi dell'Africa,1,17,64
2021,Cagliari,5,Altri Paesi dell'Asia,1,48,61
2021,Cagliari,5,Altri Paesi Centro - Sud America,1,13,60
2021,Cagliari,5,Danimarca,1,24,55
2021,Cagliari,5,Israele,1,6,53
2021,Cagliari,5,Molise,0,21,39
2021,Cagliari,5,Svezia,1,7,38
2021,Cagliari,5,India,1,8,33
2021,Cagliari,5,Bulgaria,1,12,32
2021,Cagliari,5,Irlanda,1,7,25
2021,Cagliari,5,Altri Paesi Africa Mediterranea,1,8,25
2021,Cagliari,5,Slovacchia,1,6,24
2021,Cagliari,5,Giappone,1,8,23
2021,Cagliari,5,Messico,1,5,20
2021,Cagliari,5,Cina,1,15,20
2021,Cagliari,5,Australia,1,7,18
2021,Cagliari,5,Finlandia,1,4,17
2021,Cagliari,5,Malta,1,9,16
2021,Cagliari,5,Bielorussia,1,5,15
2021,Cagliari,5,Ungheria,1,7,14
2021,Cagliari,5,Lituania,1,9,13
2021,Cagliari,5,Estonia,1,3,11
2021,Cagliari,5,Lettonia,1,9,11
2021,Cagliari,5,Turchia,1,4,10
2021,Cagliari,5,Canada,1,4,9
2021,Cagliari,5,Islanda,1,1,6
2021,Cagliari,5,Norvegia,1,1,4
2021,Cagliari,5,Altri Paesi Asia Occidentale,1,2,3
2021,Cagliari,5,Corea del Sud,1,2,2
2021,Cagliari,5,Moldavia,1,1,1
2021,Cagliari,5,Croazia,1,1,1
2021,Cagliari,5,Nuova Zelanda,1,1,1
2021,Cagliari,5,Venezuela,1,1,1
2021,Cagliari,6,Lombardia,0,10491,51973
2021,Cagliari,6,Sardegna,0,18854,39947
2021,Cagliari,6,Germania,1,4499,20388
2021,Cagliari,6,Lazio,0,4262,17992
2021,Cagliari,6,Veneto,0,3769,17565
2021,Cagliari,6,Piemonte,0,3483,14969
2021,Cagliari,6,Emilia Romagna,0,3191,13663
2021,Cagliari,6,Svizzera (incluso Liechtenstein),1,2734,11272
2021,Cagliari,6,Toscana,0,1939,7678
2021,Cagliari,6,Liguria,0,1157,5206
2021,Cagliari,6,Campania,0,1328,4904
2021,Cagliari,6,Bolzano,0,890,4766
2021,Cagliari,6,Francia,1,1561,4269
2021,Cagliari,6,Puglia,0,935,3540
2021,Cagliari,6,Friuli-Venezia Giulia,0,779,3271
2021,Cagliari,6,Sicilia,0,1084,3251
2021,Cagliari,6,Austria,1,864,3232
2021,Cagliari,6,Trento,0,638,3216
2021,Cagliari,6,Polonia,1,999,3192
2021,Cagliari,6,Marche,0,740,2914
2021,Cagliari,6,Umbria,0,581,2435
2021,Cagliari,6,Repubblica Ceca,1,456,2118
2021,Cagliari,6,Abruzzo,0,475,1814
2021,Cagliari,6,Belgio,1,636,1682
2021,Cagliari,6,Paesi Bassi,1,517,1461
2021,Cagliari,6,Romania,1,402,1415
2021,Cagliari,6,Slovenia,1,407,1155
2021,Cagliari,6,Calabria,0,300,1146
2021,Cagliari,6,Spagna,1,473,1143
2021,Cagliari,6,Ungheria,1,331,1009
2021,Cagliari,6,Stati Uniti d'America,1,297,880
2021,Cagliari,6,Valle d'Aosta,0,146,791
2021,Cagliari,6,Portogallo,1,319,766
2021,Cagliari,6,Regno Unito,1,201,717
2021,Cagliari,6,Altri Paesi Europei,1,103,405
2021,Cagliari,6,Russia,1,105,362
2021,Cagliari,6,Lussemburgo,1,98,341
2021,Cagliari,6,Slovacchia,1,77,288
2021,Cagliari,6,Basilicata,0,87,286
2021,Cagliari,6,Bulgaria,1,60,273
2021,Cagliari,6,Irlanda,1,63,242
2021,Cagliari,6,Altri Paesi dell'Africa,1,62,242
2021,Cagliari,6,Molise,0,62,226
2021,Cagliari,6,Ucraina,1,53,208
2021,Cagliari,6,Svezia,1,60,199
2021,Cagliari,6,Danimarca,1,33,182
2021,Cagliari,6,Lituania,1,67,165
2021,Cagliari,6,Brasile,1,52,144
2021,Cagliari,6,Altri Paesi dell'Asia,1,61,143
2021,Cagliari,6,Altri Paesi Africa Mediterranea,1,59,136
2021,Cagliari,6,Altri Paesi Centro - Sud America,1,41,124
2021,Cagliari,6,Estonia,1,35,115
2021,Cagliari,6,Grecia,1,58,108
2021,Cagliari,6,Canada,1,38,103
2021,Cagliari,6,Lettonia,1,32,99
2021,Cagliari,6,Argentina,1,24,85
2021,Cagliari,6,Israele,1,36,82
2021,Cagliari,6,Altri Paesi o territori del Nord Americani,1,22,74
2021,Cagliari,6,Croazia,1,26,68
2021,Cagliari,6,Turchia,1,26,67
2021,Cagliari,6,Malta,1,26,64
2021,Cagliari,6,Messico,1,7,58
2021,Cagliari,6,Altri Paesi Asia Occidentale,1,24,58
2021,Cagliari,6,Australia,1,19,53
2021,Cagliari,6,Cina,1,26,51
2021,Cagliari,6,India,1,22,43
2021,Cagliari,6,Islanda,1,4,40
2021,Cagliari,6,Finlandia,1,9,31
2021,Cagliari,6,Norvegia,1,10,28
2021,Cagliari,6,Egitto,1,2,24
2021,Cagliari,6,Corea del Sud,1,5,19
2021,Cagliari,6,Nuova Zelanda,1,7,19
2021,Cagliari,6,Venezuela,1,7,16
2021,Cagliari,6,Bielorussia,1,7,13
2021,Cagliari,6,Giappone,1,5,12
2021,Cagliari,6,Sud Africa,1,4,7
2021,Cagliari,6,Moldavia,1,3,6
2021,Cagliari,6,Altri Paesi o territori dell'Oceania,1,2,5
2021,Cagliari,6,Cipro,1,3,4
2021,Cagliari,6,Non specificato,0,2,4
2021,Cagliari,7,Lombardia,0,20137,134587
2021,Cagliari,7,Svizzera (incluso Liechtenstein),1,8135,51622
2021,Cagliari,7,Sardegna,0,18167,45837
2021,Cagliari,7,Veneto,0,6988,44955
2021,Cagliari,7,Piemonte,0,7175,44691
2021,Cagliari,7,Germania,1,7690,41515
2021,Cagliari,7,Lazio,0,7818,41394
2021,Cagliari,7,Emilia Romagna,0,5818,35987
2021,Cagliari,7,Francia,1,6768,25162
2021,Cagliari,7,Toscana,0,4122,24614
2021,Cagliari,7,Campania,0,3153,15139
2021,Cagliari,7,Austria,1,2155,10587
2021,Cagliari,7,Bolzano,0,1409,10389
2021,Cagliari,7,Liguria,0,1581,9518
2021,Cagliari,7,Paesi Bassi,1,2205,8511
2021,Cagliari,7,Repubblica Ceca,1,1630,8253
2021,Cagliari,7,Sicilia,0,2319,7330
2021,Cagliari,7,Friuli-Venezia Giulia,0,1381,7295
2021,Cagliari,7,Puglia,0,1600,7174
2021,Cagliari,7,Umbria,0,1181,6978
2021,Cagliari,7,Belgio,1,1729,6832
2021,Cagliari,7,Marche,0,1273,6589
2021,Cagliari,7,Trento,0,1016,6248
2021,Cagliari,7,Polonia,1,1185,5084
2021,Cagliari,7,Abruzzo,0,870,5048
2021,Cagliari,7,Spagna,1,1570,4492
2021,Cagliari,7,Regno Unito,1,701,3902
2021,Cagliari,7,Stati Uniti d'America,1,984,3592
2021,Cagliari,7,Romania,1,822,3034
2021,Cagliari,7,Slovenia,1,761,2845
2021,Cagliari,7,Ungheria,1,485,2467
2021,Cagliari,7,Calabria,0,419,1940
2021,Cagliari,7,Portogallo,1,642,1886
2021,Cagliari,7,Valle d'Aosta,0,240,1848
2021,Cagliari,7,Russia,1,291,1715
2021,Cagliari,7,Danimarca,1,399,1515
2021,Cagliari,7,Slovacchia,1,255,1507
2021,Cagliari,7,Altri Paesi Europei,1,220,1238
2021,Cagliari,7,Ucraina,1,164,1202
2021,Cagliari,7,Lussemburgo,1,193,1166
2021,Cagliari,7,Svezia,1,248,1120
2021,Cagliari,7,Basilicata,0,226,1062
2021,Cagliari,7,Irlanda,1,212,889
2021,Cagliari,7,Molise,0,151,860
2021,Cagliari,7,Altri Paesi dell'Asia,1,180,792
2021,Cagliari,7,Malta,1,304,732
2021,Cagliari,7,Brasile,1,139,566
2021,Cagliari,7,Altri Paesi dell'Africa,1,134,541
2021,Cagliari,7,Bulgaria,1,107,508
2021,Cagliari,7,Altri Paesi Centro - Sud America,1,142,480
2021,Cagliari,7,Australia,1,94,469
2021,Cagliari,7,Altri Paesi Asia Occidentale,1,84,444
2021,Cagliari,7,Lituania,1,149,428
2021,Cagliari,7,Norvegia,1,115,422
2021,Cagliari,7,Altri Paesi o territori del Nord Americani,1,80,402
2021,Cagliari,7,Altri Paesi Africa Mediterranea,1,150,378
2021,Cagliari,7,Canada,1,85,343
2021,Cagliari,7,Lettonia,1,53,268
2021,Cagliari,7,Grecia,1,84,264
2021,Cagliari,7,Finlandia,1,73,251
2021,Cagliari,7,Argentina,1,66,236
2021,Cagliari,7,Croazia,1,81,216
2021,Cagliari,7,Moldavia,1,38,175
2021,Cagliari,7,Turchia,1,43,164
2021,Cagliari,7,India,1,44,160
2021,Cagliari,7,Cina,1,62,157
2021,Cagliari,7,Bielorussia,1,23,135
2021,Cagliari,7,Giappone,1,40,121
2021,Cagliari,7,Messico,1,26,97
2021,Cagliari,7,Nuova Zelanda,1,12,84
2021,Cagliari,7,Israele,1,39,83
2021,Cagliari,7,Estonia,1,39,81
2021,Cagliari,7,Islanda,1,14,76
2021,Cagliari,7,Altri Paesi o territori dell'Oceania,1,14,75
2021,Cagliari,7,Sud Africa,1,18,70
2021,Cagliari,7,Venezuela,1,15,69
2021,Cagliari,7,Egitto,1,10,43
2021,Cagliari,7,Cipro,1,12,43
2021,Cagliari,7,Corea del Sud,1,7,29
2021,Cagliari,7,Non specificato,0,2,2
2021,Cagliari,8,Lombardia,0,28854,227691
2021,Cagliari,8,Piemonte,0,9416,67384
2021,Cagliari,8,Lazio,0,9623,63840
2021,Cagliari,8,Sardegna,0,16468,56323
2021,Cagliari,8,Germania,1,8995,51076
2021,Cagliari,8,Emilia Romagna,0,7162,45838
2021,Cagliari,8,Francia,1,11100,45013
2021,Cagliari,8,Veneto,0,7005,43991
2021,Cagliari,8,Campania,0,5332,37620
2021,Cagliari,8,Toscana,0,4722,30676
2021,Cagliari,8,Svizzera (incluso Liechtenstein),1,3873,23509
2021,Cagliari,8,Liguria,0,1631,9193
2021,Cagliari,8,Puglia,0,1823,9122
2021,Cagliari,8,Sicilia,0,2400,8917
2021,Cagliari,8,Paesi Bassi,1,1888,8811
2021,Cagliari,8,Austria,1,1672,8175
2021,Cagliari,8,Marche,0,1585,7944
2021,Cagliari,8,Spagna,1,2560,7604
2021,Cagliari,8,Umbria,0,1003,6626
2021,Cagliari,8,Friuli-Venezia Giulia,0,1263,6468
2021,Cagliari,8,Repubblica Ceca,1,1190,5438
2021,Cagliari,8,Regno Unito,1,802,5313
2021,Cagliari,8,Polonia,1,1069,4612
2021,Cagliari,8,Belgio,1,1111,4456
2021,Cagliari,8,Abruzzo,0,893,4200
2021,Cagliari,8,Stati Uniti d'America,1,863,3459
2021,Cagliari,8,Trento,0,598,3241
2021,Cagliari,8,Bolzano,0,477,3172
2021,Cagliari,8,Portogallo,1,1062,3152
2021,Cagliari,8,Romania,1,877,3135
2021,Cagliari,8,Russia,1,386,2897
2021,Cagliari,8,Calabria,0,463,2250
2021,Cagliari,8,Ungheria,1,455,2192
2021,Cagliari,8,Lussemburgo,1,285,1676
2021,Cagliari,8,Valle d'Aosta,0,204,1461
